#Columbus,OH weather file for 2009,,,,,
# data obtained from http://www.wunderground.com/history/airport/KCMH,,,,,,
$state_name=Ohio,,,,,,
$city_name=Columbus,,,,,,
temperature,humidity,wind_speed,solar_dir,solar_diff,solar_global,
11:09:11:51:00,62.1,0.46,4.6,31.58,22.03,23.17
11:09:12:51:00,63,0.469,6.9,33.57,23.42,24.63
11:09:13:51:00,66.9,0.489,6.9,33.51,23.37,24.58
11:09:14:51:00,66.9,0.5,6.9,31.37,21.88,23.02
11:09:15:51:00,66,0.5,8.1,27.16,18.95,19.93
11:09:16:51:00,63,0.48,5.8,20.89,14.57,15.33
11:09:17:51:00,63,0.48,4.6,12.54,8.75,9.2
11:09:18:51:00,60.1,0.48,0,2.13,1.49,1.57
11:09:19:51:00,57.9,0.48,0,0,0,0
11:09:20:51:00,55,0.469,0,0,0,0
11:09:21:51:00,55,0.48,3.5,0,0,0
11:09:22:51:00,55.9,0.48,0,0,0,0
11:09:23:51:00,53.1,0.469,0,0,0,0
11:10:00:51:00,52,0.469,0,0,0,0
11:10:01:51:00,50,0.46,0,0,0,0
11:10:02:51:00,52,0.46,0,0,0,0
11:10:03:51:00,51.1,0.46,0,0,0,0
11:10:04:51:00,50,0.46,0,0,0,0
11:10:06:51:00,51.1,0.469,3.5,0,0,0
11:10:07:51:00,53.1,0.48,4.6,3.39,2.1,2.39
11:10:08:51:00,55.9,0.5,3.5,16.31,10.11,11.49
11:10:09:51:00,57.9,0.511,4.6,26.62,16.51,18.75
11:10:10:51:00,60.1,0.511,8.1,34.34,21.29,24.19
11:10:11:51:00,60.1,0.511,5.8,39.45,24.47,27.79
11:10:12:51:00,59,0.5,11.5,41.97,26.02,29.56
11:10:13:51:00,61,0.489,13.8,33.5,23.37,24.58
11:10:14:51:00,60.1,0.469,15,31.35,21.87,23.01
11:10:15:51:00,57.9,0.441,13.8,27.12,18.92,19.9
11:10:16:51:00,57,0.45,9.2,20.81,14.52,15.27
11:10:17:51:00,55.9,0.43,16.1,12.42,8.66,9.11
11:10:18:51:00,55,0.41,13.8,1.95,1.36,1.43
11:10:19:51:00,53.1,0.399,12.7,0,0,0
11:10:20:51:00,52,0.379,11.5,0,0,0
11:10:21:51:00,51.1,0.37,15,0,0,0
11:10:22:51:00,51.1,0.351,12.7,0,0,0
11:10:23:51:00,50,0.309,12.7,0,0,0
11:11:00:51:00,48.9,0.27,13.8,0,0,0
11:11:01:51:00,50,0.261,12.7,0,0,0
11:11:02:51:00,48,0.289,12.7,0,0,0
11:11:03:51:00,46.9,0.309,10.4,0,0,0
11:11:05:51:00,45,0.331,13.8,0,0,0
11:11:06:51:00,44.1,0.32,9.2,0,0,0
11:11:07:51:00,43,0.309,10.4,1.9,0.98,1.48
11:11:08:51:00,45,0.309,16.1,9.69,5.01,7.59
11:11:09:51:00,48.9,0.309,11.5,15.92,8.23,12.46
11:11:10:51:00,51.1,0.289,13.8,54.87,19.14,32.21
11:11:11:51:00,54,0.289,13.8,63.1,22.01,37.04
11:11:12:51:00,55,0.261,16.1,67.14,23.42,39.41
11:11:13:51:00,55.9,0.27,17.3,41.88,18.18,29.5
11:11:14:51:00,55.9,0.241,15,78.35,24.29,45.99
11:11:15:51:00,55,0.241,16.1,33.86,14.7,23.85
11:11:16:51:00,53.1,0.241,13.8,25.92,11.25,18.26
11:11:17:51:00,51.1,0.241,9.2,15.37,6.67,10.83
11:11:18:51:00,48,0.241,8.1,4.4,1.36,2.58
11:11:19:51:00,46,0.309,11.5,0,0,0
11:11:20:51:00,43,0.32,9.2,0,0,0
11:11:21:51:00,42.1,0.331,6.9,0,0,0
11:11:22:51:00,41,0.331,9.2,0,0,0
11:11:23:51:00,41,0.32,6.9,0,0,0
11:12:00:51:00,39,0.309,6.9,0,0,0
11:12:01:51:00,37.9,0.309,6.9,0,0,0
11:12:02:51:00,37,0.309,4.6,0,0,0
11:12:03:51:00,36,0.3,0,0,0,0
11:12:05:51:00,35.1,0.28,5.8,0,0,0
11:12:06:51:00,36,0.27,4.6,0,0,0
11:12:08:51:00,41,0.28,5.8,15.89,6.9,11.19
11:12:09:51:00,45,0.3,8.1,26.4,11.46,18.6
11:12:10:51:00,48,0.309,5.8,34.26,14.87,24.13
11:12:11:51:00,51.1,0.3,6.9,39.45,17.12,27.79
11:12:12:51:00,53.1,0.289,5.8,41.98,18.22,29.57
11:12:13:51:00,55,0.27,8.1,41.85,18.17,29.48
11:12:14:51:00,55.9,0.27,8.1,39.05,16.95,27.51
11:12:15:51:00,55,0.27,10.4,53.75,18.75,31.55
11:12:17:51:00,50,0.27,6.9,29.38,9.11,17.24
11:12:18:51:00,48.9,0.261,3.5,2.48,0.77,1.46
11:12:20:51:00,44.1,0.27,6.9,0,0,0
11:12:21:51:00,42.1,0.28,4.6,0,0,0
11:12:22:51:00,43,0.3,3.5,0,0,0
11:12:23:51:00,43,0.289,4.6,0,0,0
11:13:00:51:00,43,0.289,0,0,0,0
11:13:01:51:00,37.9,0.289,0,0,0,0
11:13:02:51:00,37,0.3,0,0,0,0
11:13:03:51:00,36,0.289,0,0,0,0
11:13:04:51:00,42.1,0.28,4.6,0,0,0
11:13:05:51:00,41,0.27,0,0,0,0
11:13:06:51:00,39,0.28,0,0,0,0
11:13:07:51:00,37.9,0.28,3.5,3.95,1.38,2.32
11:13:08:51:00,45,0.3,0,15.73,6.83,11.08
11:13:09:51:00,51.1,0.289,5.8,26.31,11.42,18.53
11:13:10:51:00,55,0.331,6.9,34.21,14.85,24.1
11:13:11:51:00,57.9,0.37,3.5,39.43,17.12,27.78
11:13:12:51:00,61,0.399,0,67.17,23.43,39.43
11:13:13:51:00,64,0.421,5.8,66.95,23.35,39.3
11:13:14:51:00,64,0.441,0,62.45,21.78,36.66
11:13:15:51:00,64,0.441,0,20.12,10.4,15.75
11:13:16:51:00,62.1,0.441,0,20.3,14.16,14.89
11:13:17:51:00,57.9,0.441,3.5,11.62,8.11,8.53
11:13:18:51:00,53.1,0.43,3.5,0.8,0.56,0.59
11:13:19:51:00,54,0.441,0,0,0,0
11:13:20:51:00,50,0.43,0,0,0,0
11:13:21:51:00,46.9,0.421,3.5,0,0,0
11:13:22:51:00,51.1,0.43,0,0,0,0
11:13:23:51:00,52,0.421,4.6,0,0,0
11:14:00:51:00,50,0.421,6.9,0,0,0
11:14:01:51:00,48.9,0.421,5.8,0,0,0
11:14:02:51:00,50,0.43,6.9,0,0,0
11:14:03:51:00,48.9,0.421,0,0,0,0
11:14:04:51:00,44.1,0.399,0,0,0,0
11:14:05:51:00,43,0.399,0,0,0,0
11:14:06:51:00,43,0.399,0,0,0,0
11:14:07:51:00,42.1,0.399,0,3.57,1.25,2.1
11:14:08:51:00,48.9,0.441,0,24.91,8.69,14.62
11:14:09:51:00,55.9,0.469,8.1,41.94,14.63,24.62
11:14:10:51:00,59,0.48,5.8,54.66,19.07,32.08
11:14:11:51:00,61,0.469,3.5,63.07,22,37.02
11:14:12:51:00,63,0.46,5.8,67.16,23.43,39.42
11:14:13:51:00,64.9,0.45,5.8,66.95,23.35,39.3
11:14:14:51:00,66.9,0.46,9.2,62.42,21.77,36.64
11:14:15:51:00,66.9,0.46,4.6,53.58,18.69,31.45
11:14:16:51:00,64,0.45,4.6,25.27,10.97,17.8
11:14:17:51:00,61,0.441,0,14.36,6.23,10.11
11:14:18:51:00,55.9,0.441,4.6,0.45,0.23,0.35
11:14:19:51:00,51.1,0.441,0,0,0,0
11:14:20:51:00,51.1,0.441,0,0,0,0
11:14:21:51:00,50,0.43,0,0,0,0
11:14:22:51:00,48.9,0.43,0,0,0,0
11:14:23:51:00,48,0.43,0,0,0,0
11:15:00:51:00,46.9,0.421,0,0,0,0
11:15:01:51:00,48,0.421,4.6,0,0,0
11:15:02:51:00,48,0.43,3.5,0,0,0
11:15:03:51:00,48.9,0.43,3.5,0,0,0
11:15:04:51:00,50,0.441,4.6,0,0,0
11:15:05:51:00,51.1,0.441,0,0,0,0
11:15:06:51:00,51.1,0.441,3.5,0,0,0
11:15:07:51:00,51.1,0.441,0,1.6,1.11,1.17
11:15:08:51:00,52,0.45,3.5,12.33,8.6,9.05
11:15:09:51:00,54,0.45,3.5,20.89,14.58,15.33
11:15:10:51:00,55.9,0.45,0,27.29,19.04,20.02
11:15:11:51:00,61,0.469,3.5,31.52,21.99,23.13
11:15:12:51:00,63,0.469,5.8,33.58,23.43,24.64
11:15:13:51:00,63,0.48,3.5,33.47,23.35,24.56
11:15:14:51:00,64,0.489,0,31.2,21.76,22.89
11:15:15:51:00,64,0.48,3.5,26.75,18.66,19.63
11:15:16:51:00,63,0.489,3.5,20.14,14.05,14.77
11:15:17:51:00,62.1,0.489,4.6,11.35,7.92,8.33
11:15:18:51:00,60.1,0.489,5.8,0.4,0.28,0.3
11:15:19:51:00,59,0.5,8.1,0,0,0
11:15:20:51:00,57.9,0.5,5.8,0,0,0
11:15:21:51:00,57.9,0.5,6.9,0,0,0
11:15:22:51:00,57,0.48,5.8,0,0,0
11:15:23:51:00,55.9,0.469,5.8,0,0,0
11:16:00:51:00,54,0.469,11.5,0,0,0
11:16:01:51:00,53.1,0.469,5.8,0,0,0
11:16:02:51:00,52,0.46,10.4,0,0,0
11:16:03:51:00,51.1,0.46,5.8,0,0,0
11:16:04:51:00,51.1,0.45,9.2,0,0,0
11:16:04:58:00,51.8,0.446,9.2,0,0,0
11:16:05:22:00,50,0.428,12.7,0,0,0
11:16:05:51:00,50,0.41,10.4,0,0,0
11:16:06:51:00,48,0.37,8.1,0,0,0
11:16:07:51:00,48,0.36,6.9,1.41,0.98,1.03
11:16:08:51:00,48.9,0.36,9.2,9.17,4.74,7.18
11:16:09:51:00,50,0.34,10.4,20.87,14.56,15.31
11:16:10:51:00,53.1,0.331,9.2,20.48,10.58,16.03
11:16:11:51:00,55,0.34,12.7,23.66,12.23,18.52
11:16:12:51:00,55.9,0.351,11.5,25.2,13.02,19.72
11:16:13:51:00,55,0.351,10.4,25.09,12.96,19.63
11:16:14:51:00,55,0.351,8.1,23.33,12.06,18.26
11:16:15:51:00,54,0.331,11.5,19.93,10.3,15.6
11:16:16:51:00,53.1,0.34,11.5,14.88,7.69,11.65
11:16:17:51:00,50,0.34,9.2,8.19,4.23,6.41
11:16:18:51:00,48,0.351,10.4,0,0,0
11:16:19:51:00,46.9,0.351,9.2,0,0,0
11:16:20:51:00,46,0.351,6.9,0,0,0
11:16:22:51:00,46,0.351,10.4,0,0,0
11:16:23:51:00,46,0.351,9.2,0,0,0
11:17:00:51:00,45,0.36,10.4,0,0,0
11:17:01:51:00,45,0.351,6.9,0,0,0
11:17:03:51:00,46,0.34,6.9,0,0,0
11:17:04:51:00,45,0.34,5.8,0,0,0
11:17:05:51:00,46,0.34,9.2,0,0,0
11:17:06:51:00,46,0.34,11.5,0,0,0
11:17:07:51:00,46,0.331,6.9,2.42,0.84,1.42
11:17:08:51:00,48.9,0.351,11.5,9.08,4.69,7.1
11:17:09:51:00,51.1,0.36,11.5,15.59,8.06,12.2
11:17:10:51:00,53.1,0.379,15,27.26,19.02,20
11:17:11:51:00,57,0.399,11.5,23.65,12.22,18.51
11:17:12:51:00,61,0.421,12.7,25.19,13.02,19.72
11:17:13:51:00,64,0.441,15,66.89,23.33,39.26
11:17:14:51:00,64.9,0.45,10.4,62.18,21.69,36.5
11:17:15:51:00,64.9,0.441,12.7,53.06,18.51,31.14
11:17:16:51:00,63,0.43,10.4,14.82,7.66,11.6
11:17:17:51:00,60.1,0.421,10.4,8.08,4.18,6.33
11:17:18:51:00,59,0.399,15,0,0,0
11:17:19:51:00,57,0.39,16.1,0,0,0
11:17:20:51:00,55.9,0.399,11.5,0,0,0
11:17:21:51:00,54,0.399,15,0,0,0
11:17:22:51:00,55,0.43,10.4,0,0,0
11:17:23:51:00,55,0.43,10.4,0,0,0
11:18:00:51:00,53.1,0.441,8.1,0,0,0
11:18:01:51:00,53.1,0.441,8.1,0,0,0
11:18:02:51:00,53.1,0.441,9.2,0,0,0
11:18:03:51:00,52,0.43,11.5,0,0,0
11:18:04:51:00,53.1,0.421,11.5,0,0,0
11:18:05:51:00,52,0.421,10.4,0,0,0
11:18:06:51:00,51.1,0.421,11.5,0,0,0
11:18:07:51:00,50,0.43,11.5,1.01,0.47,0.74
11:18:08:51:00,48.9,0.441,9.2,11.97,8.35,8.78
11:18:09:51:00,50,0.441,11.5,20.71,9.63,15.19
11:18:10:51:00,51.1,0.46,12.7,27.22,12.66,19.97
11:18:11:51:00,53.1,0.46,12.7,31.52,21.99,23.13
11:18:12:51:00,53.1,0.45,12.7,33.59,23.43,24.65
11:18:13:51:00,54,0.45,12.7,33.44,23.33,24.54
11:18:14:51:00,54,0.441,12.7,31.07,14.45,22.8
11:18:15:51:00,53.1,0.45,10.4,26.48,18.48,19.43
11:18:16:51:00,52,0.441,10.4,19.67,9.15,14.43
11:18:17:51:00,50,0.46,11.5,10.64,4.95,7.81
11:18:18:51:00,51.1,0.46,15,0,0,0
11:18:19:51:00,51.1,0.469,13.8,0,0,0
11:18:20:40:00,51.8,0.482,11.5,0,0,0
11:18:20:51:00,52,0.489,15,0,0,0
11:18:20:57:00,51.8,0.482,9.2,0,0,0
11:18:21:18:00,51.8,0.482,9.2,0,0,0
11:18:21:51:00,52,0.5,12.7,0,0,0
11:18:22:51:00,53.1,0.5,6.9,0,0,0
11:18:23:43:00,53.6,0.5,6.9,0,0,0
11:18:23:51:00,53.1,0.5,10.4,0,0,0
11:19:00:15:00,53.6,0.518,8.1,0,0,0
11:19:00:45:00,53.6,0.5,8.1,0,0,0
11:19:00:51:00,53.1,0.5,9.2,0,0,0
11:19:00:58:00,53.6,0.5,8.1,0,0,0
11:19:01:29:00,53.6,0.518,8.1,0,0,0
11:19:01:51:00,53.1,0.511,4.6,0,0,0
11:19:02:45:00,53.6,0.518,5.8,0,0,0
11:19:02:51:00,53.1,0.511,5.8,0,0,0
11:19:03:51:00,52,0.489,8.1,0,0,0
11:19:03:58:00,51.8,0.482,8.1,0,0,0
11:19:04:51:00,51.1,0.489,0,0,0,0
11:19:04:53:00,51.8,0.482,0,0,0,0
11:19:05:51:00,50,0.48,3.5,0,0,0
11:19:05:59:00,48.2,0.482,5.8,0,0,0
11:19:06:51:00,48.9,0.469,4.6,0,0,0
11:19:07:41:00,48.2,0.446,9.2,0,0,0
11:19:07:51:00,48,0.45,12.7,0.81,0.57,0.6
11:19:07:58:00,48.2,0.446,9.2,2.22,1.55,1.63
11:19:08:21:00,46.4,0.428,12.7,6.61,3.07,4.85
11:19:08:34:00,46.4,0.428,6.9,8.94,6.24,6.56
11:19:08:51:00,46.9,0.43,6.9,11.84,8.26,8.69
11:19:09:51:00,48,0.41,8.1,20.63,14.39,15.14
11:19:10:51:00,50,0.399,10.4,27.18,18.96,19.95
11:19:11:43:00,50,0.392,11.5,23.29,12.04,18.23
11:19:12:08:00,50,0.374,9.2,32.32,22.55,23.72
11:19:12:51:00,48.9,0.379,10.4,33.59,23.43,24.65
11:19:13:34:00,48.2,0.374,16.1,33.71,23.52,24.73
11:19:13:51:00,48,0.37,12.7,33.44,23.33,24.54
11:19:14:07:00,48.2,0.374,11.5,33.02,23.04,24.23
11:19:14:51:00,46.9,0.351,16.1,31.06,21.67,22.79
11:19:15:07:00,46.4,0.356,13.8,30.04,20.96,22.04
11:19:15:38:00,46.4,0.356,11.5,27.63,19.28,20.27
11:19:15:51:00,46.9,0.34,15,26.44,18.44,19.4
11:19:16:51:00,46,0.36,10.4,19.59,13.66,14.37
11:19:17:21:00,46.4,0.374,10.4,15.32,10.69,11.24
11:19:17:36:00,46.4,0.374,9.2,12.98,9.06,9.52
11:19:17:51:00,46,0.36,6.9,10.5,7.32,7.7
11:19:18:51:00,45,0.36,8.1,0,0,0
11:19:19:51:00,45,0.379,4.6,0,0,0
11:19:19:59:00,44.6,0.392,0,0,0,0
11:19:20:41:00,44.6,0.392,3.5,0,0,0
11:19:20:51:00,45,0.39,0,0,0,0
11:19:21:51:00,45,0.379,6.9,0,0,0
11:19:22:10:00,44.6,0.374,8.1,0,0,0
11:19:22:51:00,45,0.39,9.2,0,0,0
11:19:23:51:00,45,0.399,3.5,0,0,0
11:20:00:51:00,45,0.399,4.6,0,0,0
11:20:01:31:00,44.6,0.392,5.8,0,0,0
11:20:01:51:00,44.1,0.399,4.6,0,0,0
11:20:02:22:00,44.6,0.392,5.8,0,0,0
11:20:02:46:00,44.6,0.41,4.6,0,0,0
11:20:02:51:00,45,0.41,5.8,0,0,0
11:20:03:51:00,45,0.399,8.1,0,0,0
11:20:04:51:00,44.1,0.399,10.4,0,0,0
11:20:05:51:00,44.1,0.379,8.1,0,0,0
11:20:06:51:00,42.1,0.379,5.8,0,0,0
11:20:07:01:00,42.8,0.374,8.1,0,0,0
11:20:07:10:00,42.8,0.374,6.9,0,0,0
11:20:07:27:00,42.8,0.392,6.9,0,0,0
11:20:07:51:00,42.1,0.379,4.6,0.46,0.24,0.36
11:20:07:58:00,42.8,0.392,4.6,4.05,1.41,2.38
11:20:08:32:00,42.8,0.392,4.6,6.33,3.27,4.95
11:20:08:51:00,43,0.39,8.1,8.78,4.54,6.87
11:20:09:04:00,42.8,0.392,6.9,27.62,9.64,16.21
11:20:09:51:00,45,0.399,6.9,41.1,14.34,24.12
11:20:10:01:00,44.6,0.392,8.1,16.35,8.45,12.8
11:20:10:40:00,44.6,0.392,4.6,26.1,18.21,19.15
11:20:10:51:00,45,0.39,3.5,27.14,18.94,19.92
11:20:11:51:00,48.9,0.37,5.8,62.98,21.97,36.97
11:20:12:51:00,51.1,0.379,8.1,25.19,13.02,19.72
11:20:13:51:00,51.1,0.379,5.8,33.44,23.33,24.54
11:20:14:51:00,51.1,0.39,6.9,31.04,21.66,22.78
11:20:15:51:00,52,0.379,10.4,26.39,18.41,19.37
11:20:16:51:00,50,0.379,6.9,24.37,10.58,17.17
11:20:17:51:00,48.9,0.37,3.5,20.71,7.22,12.16
11:20:18:51:00,48,0.37,0,0,0,0
11:20:19:51:00,46,0.37,0,0,0,0
11:20:20:51:00,44.1,0.37,0,0,0,0
11:20:21:51:00,43,0.37,0,0,0,0
11:20:22:51:00,41,0.36,0,0,0,0
11:20:23:51:00,41,0.37,0,0,0,0
11:21:00:51:00,39,0.37,0,0,0,0
11:21:01:51:00,39,0.37,0,0,0,0
11:21:02:51:00,39,0.36,0,0,0,0
11:21:03:51:00,39,0.36,0,0,0,0
11:21:04:51:00,37,0.351,0,0,0,0
11:21:06:51:00,36,0.34,0,0,0,0
11:21:07:51:00,36,0.34,0,0.82,0.29,0.48
11:21:08:51:00,39,0.37,0,14.46,6.28,10.19
11:21:09:51:00,43,0.39,0,51.17,15.87,30.04
11:21:10:51:00,48,0.399,0,33.88,21.01,23.86
11:21:11:51:00,51.1,0.379,0,62.95,21.96,36.95
11:21:12:51:00,54,0.399,0,41.98,18.22,29.57
11:21:13:51:00,54,0.39,3.5,41.8,18.14,29.44
11:21:14:51:00,55,0.39,0,38.78,24.05,27.32
11:21:15:51:00,55,0.39,0,32.94,14.3,23.2
11:21:16:51:00,54,0.379,0,48.53,15.05,28.49
11:21:17:51:00,52,0.379,0,25.53,7.92,14.99
11:21:18:51:00,46.9,0.39,0,0,0,0
11:21:19:51:00,45,0.379,0,0,0,0
11:21:20:51:00,43,0.37,3.5,0,0,0
11:21:21:51:00,41,0.36,0,0,0,0
11:21:22:51:00,39.9,0.36,0,0,0,0
11:21:23:51:00,43,0.379,5.8,0,0,0
11:22:00:51:00,43,0.39,3.5,0,0,0
11:22:01:51:00,42.1,0.39,0,0,0,0
11:22:02:51:00,42.1,0.379,0,0,0,0
11:22:03:51:00,39,0.36,0,0,0,0
11:22:04:51:00,37,0.351,3.5,0,0,0
11:22:05:51:00,39,0.37,3.5,0,0,0
11:22:06:51:00,37.9,0.36,4.6,0,0,0
11:22:07:51:00,37.9,0.351,3.5,0.52,0.16,0.3
11:22:08:51:00,44.1,0.399,0,28.66,8.89,16.83
11:22:09:51:00,50,0.421,11.5,25.54,15.84,17.99
11:22:10:51:00,52,0.41,13.8,33.89,14.71,23.87
11:22:11:51:00,54,0.41,11.5,39.38,17.09,27.74
11:22:12:51:00,55,0.41,10.4,42,18.23,29.58
11:22:13:51:00,55,0.421,5.8,66.82,23.31,39.22
11:22:14:51:00,55.9,0.41,6.9,61.86,21.58,36.31
11:22:15:51:00,55,0.41,8.1,52.32,18.25,30.71
11:22:16:51:00,52,0.399,4.6,38.2,13.32,22.42
11:22:17:51:00,51.1,0.399,3.5,7.31,3.78,5.72
11:22:18:51:00,48.9,0.39,5.8,0,0,0
11:22:19:51:00,46.9,0.39,3.5,0,0,0
11:22:20:51:00,45,0.379,5.8,0,0,0
11:22:21:51:00,46.9,0.39,8.1,0,0,0
11:22:22:51:00,45,0.379,4.6,0,0,0
11:22:23:51:00,45,0.379,8.1,0,0,0
11:23:00:51:00,44.1,0.37,8.1,0,0,0
11:23:01:51:00,44.1,0.37,8.1,0,0,0
11:23:02:51:00,44.1,0.37,8.1,0,0,0
11:23:03:51:00,44.1,0.37,8.1,0,0,0
11:23:04:51:00,45,0.37,10.4,0,0,0
11:23:05:51:00,45,0.37,10.4,0,0,0
11:23:06:51:00,45,0.37,10.4,0,0,0
11:23:07:51:00,46,0.379,8.1,0,0,0
11:23:08:51:00,46.9,0.39,5.8,11.33,7.9,8.31
11:23:09:51:00,46.9,0.39,6.9,20.35,14.2,14.93
11:23:10:28:00,46.4,0.392,10.4,24.77,17.28,18.17
11:23:10:51:00,48,0.39,9.2,27.07,18.89,19.86
11:23:11:51:00,48.9,0.39,9.2,31.49,21.97,23.1
11:23:12:32:00,48.2,0.392,10.4,33.18,23.15,24.35
11:23:12:51:00,48.9,0.41,11.5,33.6,23.44,24.65
11:23:13:31:00,48.2,0.428,6.9,33.73,23.53,24.75
11:23:13:51:00,48,0.421,6.9,33.41,23.31,24.51
11:23:14:40:00,48.2,0.428,9.2,31.54,22,23.14
11:23:14:51:00,48.9,0.43,8.1,30.91,21.57,22.68
11:23:15:51:00,48.9,0.441,6.9,26.11,18.22,19.16
11:23:16:51:00,48.9,0.45,6.9,19.01,8.84,13.95
11:23:17:51:00,48,0.45,5.8,9.6,4.46,7.04
11:23:18:51:00,48,0.45,5.8,0,0,0
11:23:19:51:00,48,0.45,6.9,0,0,0
11:23:20:51:00,48,0.45,5.8,0,0,0
11:23:20:57:00,48.2,0.446,5.8,0,0,0
11:23:21:51:00,48,0.45,5.8,0,0,0
11:23:22:51:00,48,0.45,3.5,0,0,0
11:24:00:51:00,48,0.46,0,0,0,0
11:24:01:25:00,48.2,0.464,3.5,0,0,0
11:24:01:51:00,48,0.46,3.5,0,0,0
11:24:02:51:00,48,0.46,3.5,0,0,0
11:24:03:08:00,48.2,0.464,3.5,0,0,0
11:24:03:51:00,48,0.46,0,0,0,0
11:24:04:51:00,48,0.46,0,0,0,0
11:24:05:51:00,48,0.46,3.5,0,0,0
11:24:06:51:00,48,0.45,0,0,0,0
11:24:07:21:00,48.2,0.446,0,0,0,0
11:24:07:49:00,46.4,0.446,0,0,0,0
11:24:07:51:00,46,0.45,0,0,0,0
11:24:08:51:00,48.9,0.45,3.5,11.19,7.81,8.21
11:24:09:51:00,48.9,0.45,3.5,20.27,14.14,14.87
11:24:10:51:00,48.9,0.46,5.8,27.03,18.86,19.83
11:24:11:51:00,50,0.46,3.5,31.47,21.96,23.09
11:24:12:10:00,51.8,0.446,4.6,32.4,22.6,23.77
11:24:12:47:00,51.8,0.446,5.8,33.53,23.39,24.6
11:24:12:51:00,52,0.45,3.5,33.6,23.44,24.65
11:24:13:51:00,53.1,0.46,4.6,33.41,23.3,24.51
11:24:14:51:00,54,0.45,9.2,30.89,21.55,22.67
11:24:15:51:00,54,0.46,6.9,26.06,18.18,19.12
11:24:16:51:00,54,0.46,4.6,18.92,13.2,13.88
11:24:17:51:00,53.1,0.46,4.6,9.45,6.59,6.93
11:24:17:58:00,53.6,0.464,3.5,8.19,5.72,6.01
11:24:18:51:00,53.1,0.46,4.6,0,0,0
11:24:19:51:00,52,0.46,5.8,0,0,0
11:24:21:51:00,52,0.46,5.8,0,0,0
11:24:22:51:00,51.1,0.46,5.8,0,0,0
11:24:23:51:00,48.9,0.441,3.5,0,0,0
11:25:00:51:00,48,0.441,4.6,0,0,0
11:25:01:51:00,48.9,0.45,6.9,0,0,0
11:25:02:51:00,50,0.46,9.2,0,0,0
11:25:03:51:00,50,0.469,9.2,0,0,0
11:25:04:16:00,50,0.464,10.4,0,0,0
11:25:04:47:00,50,0.464,10.4,0,0,0
11:25:04:51:00,50,0.469,9.2,0,0,0
11:25:05:22:00,50,0.464,9.2,0,0,0
11:25:05:38:00,50,0.464,9.2,0,0,0
11:25:05:51:00,50,0.469,10.4,0,0,0
11:25:06:09:00,48.2,0.464,9.2,0,0,0
11:25:06:38:00,48.2,0.464,10.4,0,0,0
11:25:06:46:00,48.2,0.464,11.5,0,0,0
11:25:06:51:00,48.9,0.46,11.5,0,0,0
11:25:07:51:00,48.9,0.46,11.5,0,0,0
11:25:08:49:00,50,0.464,15,10.7,7.47,7.85
11:25:08:51:00,50,0.46,12.7,11.05,7.71,8.11
11:25:09:51:00,51.1,0.45,13.8,20.18,14.08,14.81
11:25:10:18:00,50,0.41,20.7,17.65,9.12,13.81
11:25:10:51:00,51.1,0.379,25.3,20.24,10.46,15.84
11:25:11:51:00,52,0.39,21.9,23.59,12.19,18.47
11:25:12:51:00,52,0.379,19.6,25.2,13.02,19.72
11:25:13:51:00,53.1,0.39,20.7,33.4,23.3,24.51
11:25:14:51:00,51.1,0.379,18.4,30.88,21.54,22.65
11:25:15:51:00,50,0.379,10.4,26.02,18.15,19.09
11:25:16:51:00,50,0.379,12.7,18.82,13.13,13.81
11:25:18:51:00,48.9,0.39,11.5,0,0,0
11:25:19:51:00,48.9,0.379,17.3,0,0,0
11:25:20:51:00,48,0.379,15,0,0,0
11:25:21:51:00,48,0.379,11.5,0,0,0
11:25:22:51:00,48,0.379,6.9,0,0,0
11:25:23:51:00,46.9,0.379,8.1,0,0,0
11:26:00:51:00,46.9,0.379,6.9,0,0,0
11:26:01:46:00,48.2,0.392,10.4,0,0,0
11:26:01:51:00,48,0.39,10.4,0,0,0
11:26:02:19:00,48.2,0.374,17.3,0,0,0
11:26:02:51:00,46.9,0.34,12.7,0,0,0
11:26:03:51:00,46,0.34,9.2,0,0,0
11:26:04:15:00,44.6,0.374,12.7,0,0,0
11:26:04:51:00,44.1,0.39,4.6,0,0,0
11:26:05:26:00,42.8,0.356,11.5,0,0,0
11:26:05:51:00,41,0.331,10.4,0,0,0
11:26:06:51:00,37.9,0.3,5.8,0,0,0
11:26:07:51:00,37,0.309,9.2,0,0,0
11:26:08:51:00,37.9,0.309,9.2,21.53,7.51,12.64
11:26:09:51:00,41,0.32,9.2,20.01,13.96,14.69
11:26:10:51:00,43,0.3,16.1,20.18,10.43,15.79
11:26:11:51:00,42.1,0.3,15,23.57,12.18,18.45
11:26:12:51:00,42.1,0.27,16.1,33.59,23.44,24.65
11:26:13:51:00,42.1,0.25,15,33.4,23.3,24.51
11:26:14:51:00,41,0.28,19.6,30.84,21.51,22.63
11:26:15:51:00,41,0.3,12.7,25.92,12.05,19.02
11:26:16:51:00,39.9,0.3,18.4,18.64,8.67,13.67
11:26:17:51:00,39.9,0.309,16.1,8.99,4.18,6.6
11:26:17:58:00,39.2,0.302,18.4,7.71,3.59,5.66
11:26:18:51:00,37.9,0.331,11.5,0,0,0
11:26:19:42:00,37.4,0.338,13.8,0,0,0
11:26:19:51:00,37.9,0.351,17.3,0,0,0
11:26:20:51:00,37.9,0.351,16.1,0,0,0
11:26:21:51:00,37.9,0.36,11.5,0,0,0
