# Center-tapped Distribution transformer definitions
Name, NumPhases, Wdg1Bus, phase, Wdg1kV, Wdg1kVA, Wdg2Bus, phase, Wdg2kV, Wdg2kVA, Wdg3Bus, phase, Wdg3kV, Wdg3kVA, %imag, %R1, %R2, %R3, %NoLoadLoss, %X12, %X13, %X23
T5337728A, 1, L3082992, A, 7.2, 15, X3082992A, a, 0.12, 15, X3082992A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5391744B, 1, L2710537, B, 7.2, 25, X2710537B, a, 0.12, 25, X2710537B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5293487B, 1, L3254238, B, 7.2, 25, X3254238B, a, 0.12, 25, X3254238B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T227447984C, 1, L2862616, C, 7.2, 75, X2862616C, a, 0.12, 75, X2862616C, b, 0.12, 75, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5302374B, 1, L2785526, B, 7.2, 15, X2785526B, a, 0.12, 15, X2785526B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T227921427A, 1, L2915542, A, 7.2, 50, X2915542A, a, 0.12, 50, X2915542A, b, 0.12, 50, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T227921427B, 1, L2915542, B, 7.2, 50, X2915542B, a, 0.12, 50, X2915542B, b, 0.12, 50, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T227921427C, 1, L2915542, C, 7.2, 50, X2915542C, a, 0.12, 50, X2915542C, b, 0.12, 50, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5310561A, 1, L3122820, A, 7.2, 25, X3122820A, a, 0.12, 25, X3122820A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338966C, 1, L3029505, C, 7.2, 25, X3029505C, a, 0.12, 25, X3029505C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T28127681B, 1, L2785522, B, 7.2, 25, X2785522B, a, 0.12, 25, X2785522B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21474614C, 1, L2710543, C, 7.2, 25, X2710543C, a, 0.12, 25, X2710543C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260503B, 1, L2917310, B, 7.2, 15, X2917310B, a, 0.12, 15, X2917310B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226159329A, 1, L3082993, A, 7.2, 25, X3082993A, a, 0.12, 25, X3082993A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T2224386617A, 1, L3729298, A, 7.2, 37.5, X3729298A, a, 0.12, 37.5, X3729298A, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337619A, 1, L2990826, A, 7.2, 25, X2990826A, a, 0.12, 25, X2990826A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337619B, 1, L2990826, B, 7.2, 25, X2990826B, a, 0.12, 25, X2990826B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337619C, 1, L2990826, C, 7.2, 25, X2990826C, a, 0.12, 25, X2990826C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338985A, 1, L2897792, A, 7.2, 15, X2897792A, a, 0.12, 15, X2897792A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5302509C, 1, L2804261, C, 7.2, 15, X2804261C, a, 0.12, 15, X2804261C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T227100753A, 1, L3189190, A, 7.2, 25, X3189190A, a, 0.12, 25, X3189190A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5355375A, 1, L2689691, A, 7.2, 25, X2689691A, a, 0.12, 25, X2689691A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5293681A, 1, L3195751, A, 7.2, 25, X3195751A, a, 0.12, 25, X3195751A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338957C, 1, L2785517, C, 7.2, 10, X2785517C, a, 0.12, 10, X2785517C, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5275007C, 1, L2916606, C, 7.2, 15, X2916606C, a, 0.12, 15, X2916606C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21399112C, 1, L3254217, C, 7.2, 25, X3254217C, a, 0.12, 25, X3254217C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21380156B, 1, L2841641, B, 7.2, 15, X2841641B, a, 0.12, 15, X2841641B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5321840B, 1, L2804256, B, 7.2, 10, X2804256B, a, 0.12, 10, X2804256B, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T28120183C, 1, L3122818, C, 7.2, 25, X3122818C, a, 0.12, 25, X3122818C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5302732A, 1, L2691953, A, 7.2, 15, X2691953A, a, 0.12, 15, X2691953A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260487A, 1, L2692654, A, 7.2, 15, X2692654A, a, 0.12, 15, X2692654A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5323279B, 1, L3235246, B, 7.2, 15, X3235246B, a, 0.12, 15, X3235246B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260542A, 1, L2955078, A, 7.2, 25, X2955078A, a, 0.12, 25, X2955078A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226311345B, 1, L3139598, B, 7.2, 37.5, X3139598B, a, 0.12, 37.5, X3139598B, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21459651C, 1, L2763812, C, 7.2, 75, X2763812C, a, 0.12, 75, X2763812C, b, 0.12, 75, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5351019C, 1, L2767414, C, 7.2, 15, X2767414C, a, 0.12, 15, X2767414C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5391749B, 1, L2991918, B, 7.2, 25, X2991918B, a, 0.12, 25, X2991918B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5321159A, 1, L3008248, A, 7.2, 15, X3008248A, a, 0.12, 15, X3008248A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260515A, 1, L3160865, A, 7.2, 25, X3160865A, a, 0.12, 25, X3160865A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5355606B, 1, L3029510, B, 7.2, 15, X3029510B, a, 0.12, 15, X3029510B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5321891C, 1, L2748126, C, 7.2, 25, X2748126C, a, 0.12, 25, X2748126C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21399826A, 1, L3216358, A, 7.2, 25, X3216358A, a, 0.12, 25, X3216358A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260458B, 1, L2936276, B, 7.2, 10, X2936276B, a, 0.12, 10, X2936276B, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T22112168874C, 1, L2729207, C, 7.2, 50, X2729207C, a, 0.12, 50, X2729207C, b, 0.12, 50, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337634C, 1, L2897768, C, 7.2, 25, X2897768C, a, 0.12, 25, X2897768C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21386065C, 1, L2917255, C, 7.2, 25, X2917255C, a, 0.12, 25, X2917255C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226192890C, 1, L2933120, C, 7.2, 37.5, X2933120C, a, 0.12, 37.5, X2933120C, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T225498968B, 1, L2684420, B, 7.2, 15, X2684420B, a, 0.12, 15, X2684420B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5391986A, 1, L2766723, A, 7.2, 25, X2766723A, a, 0.12, 25, X2766723A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138645B, 1, L3104120, B, 7.2, 15, X3104120B, a, 0.12, 15, X3104120B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337693B, 1, L3066813, B, 7.2, 15, X3066813B, a, 0.12, 15, X3066813B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5323236B, 1, L2822860, B, 7.2, 25, X2822860B, a, 0.12, 25, X2822860B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226197070A, 1, L2933135, A, 7.2, 25, X2933135A, a, 0.12, 25, X2933135A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T2224237384A, 1, L3649298, A, 7.2, 37.5, X3649298A, a, 0.12, 37.5, X3649298A, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5391755B, 1, L3104130, B, 7.2, 25, X3104130B, a, 0.12, 25, X3104130B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338986A, 1, L2785538, A, 7.2, 25, X2785538A, a, 0.12, 25, X2785538A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5293423B, 1, L3122849, B, 7.2, 15, X3122849B, a, 0.12, 15, X3122849B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260475A, 1, L2879794, A, 7.2, 37.5, X2879794A, a, 0.12, 37.5, X2879794A, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338894A, 1, L2879069, A, 7.2, 10, X2879069A, a, 0.12, 10, X2879069A, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138560A, 1, L3104113, A, 7.2, 25, X3104113A, a, 0.12, 25, X3104113A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260473A, 1, L2861222, A, 7.2, 37.5, X2861222A, a, 0.12, 37.5, X2861222A, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21197413C, 1, L3141411, C, 7.2, 75, X3141411C, a, 0.12, 75, X3141411C, b, 0.12, 75, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5294843A, 1, L3178982, A, 7.2, 25, X3178982A, a, 0.12, 25, X3178982A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5247036C, 1, L3029498, C, 7.2, 10, X3029498C, a, 0.12, 10, X3029498C, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5355843A, 1, L2952013, A, 7.2, 10, X2952013A, a, 0.12, 10, X2952013A, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5391751B, 1, L2860488, B, 7.2, 25, X2860488B, a, 0.12, 25, X2860488B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5302812C, 1, L2691945, C, 7.2, 25, X2691945C, a, 0.12, 25, X2691945C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226308731A, 1, L3214549, A, 7.2, 50, X3214549A, a, 0.12, 50, X3214549A, b, 0.12, 50, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21396867A, 1, L2710536, A, 7.2, 25, X2710536A, a, 0.12, 25, X2710536A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5356811A, 1, L2804956, A, 7.2, 25, X2804956A, a, 0.12, 25, X2804956A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5302811C, 1, L3160105, C, 7.2, 15, X3160105C, a, 0.12, 15, X3160105C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5294845A, 1, L3010563, A, 7.2, 15, X3010563A, a, 0.12, 15, X3010563A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T2224237380A, 1, L3649297, A, 7.2, 37.5, X3649297A, a, 0.12, 37.5, X3649297A, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21386877A, 1, L2823611, A, 7.2, 15, X2823611A, a, 0.12, 15, X2823611A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138586C, 1, L2860487, C, 7.2, 15, X2860487C, a, 0.12, 15, X2860487C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5247122B, 1, L3197629, B, 7.2, 15, X3197629B, a, 0.12, 15, X3197629B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5323400B, 1, L2691943, B, 7.2, 15, X2691943B, a, 0.12, 15, X2691943B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21397029A, 1, L2673311, A, 7.2, 25, X2673311A, a, 0.12, 25, X2673311A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5356791C, 1, L2767343, C, 7.2, 37.5, X2767343C, a, 0.12, 37.5, X2767343C, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337646B, 1, L2879063, B, 7.2, 25, X2879063B, a, 0.12, 25, X2879063B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138716C, 1, L3254219, C, 7.2, 25, X3254219C, a, 0.12, 25, X3254219C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5339004B, 1, L3197653, B, 7.2, 25, X3197653B, a, 0.12, 25, X3197653B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5355602B, 1, L3251806, B, 7.2, 15, X3251806B, a, 0.12, 15, X3251806B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337653B, 1, L2673308, B, 7.2, 37.5, X2673308B, a, 0.12, 37.5, X2673308B, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5323233B, 1, L3254203, B, 7.2, 15, X3254203B, a, 0.12, 15, X3254203B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T28120126A, 1, L2814529, A, 7.2, 50, X2814529A, a, 0.12, 50, X2814529A, b, 0.12, 50, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T28120126B, 1, L2814529, B, 7.2, 50, X2814529B, a, 0.12, 50, X2814529B, b, 0.12, 50, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T28120126C, 1, L2814529, C, 7.2, 50, X2814529C, a, 0.12, 50, X2814529C, b, 0.12, 50, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5223658A, 1, L2823592, A, 7.2, 5, X2823592A, a, 0.12, 5, X2823592A, b, 0.12, 5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138652C, 1, L2766718, C, 7.2, 37.5, X2766718C, a, 0.12, 37.5, X2766718C, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T227678342C, 1, L2727795, C, 7.2, 15, X2727795C, a, 0.12, 15, X2727795C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21249647B, 1, L2955055, B, 7.2, 25, X2955055B, a, 0.12, 25, X2955055B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337700B, 1, L2766722, B, 7.2, 25, X2766722B, a, 0.12, 25, X2766722B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5356790C, 1, L2804957, C, 7.2, 10, X2804957C, a, 0.12, 10, X2804957C, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5302392A, 1, L3010570, A, 7.2, 15, X3010570A, a, 0.12, 15, X3010570A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T2224237391A, 1, L3649299, A, 7.2, 25, X3649299A, a, 0.12, 25, X3649299A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138470C, 1, L2766717, C, 7.2, 10, X2766717C, a, 0.12, 10, X2766717C, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260581C, 1, L3254870, C, 7.2, 25, X3254870C, a, 0.12, 25, X3254870C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226191951B, 1, L2801895, B, 7.2, 25, X2801895B, a, 0.12, 25, X2801895B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5392037B, 1, L2673320, B, 7.2, 25, X2673320B, a, 0.12, 25, X2673320B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138797B, 1, L3198358, B, 7.2, 37.5, X3198358B, a, 0.12, 37.5, X3198358B, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5251857C, 1, L3064514, C, 7.2, 15, X3064514C, a, 0.12, 15, X3064514C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5293644A, 1, L2729429, A, 7.2, 25, X2729429A, a, 0.12, 25, X2729429A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21396606C, 1, L2785525, C, 7.2, 25, X2785525C, a, 0.12, 25, X2785525C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21395720C, 1, L2860492, C, 7.2, 15, X2860492C, a, 0.12, 15, X2860492C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338897A, 1, L2973154, A, 7.2, 15, X2973154A, a, 0.12, 15, X2973154A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5355935A, 1, L2691973, A, 7.2, 15, X2691973A, a, 0.12, 15, X2691973A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5274988C, 1, L3085394, C, 7.2, 15, X3085394C, a, 0.12, 15, X3085394C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5323282B, 1, L2897791, B, 7.2, 37.5, X2897791B, a, 0.12, 37.5, X2897791B, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226109079A, 1, L2726983, A, 7.2, 37.5, X2726983A, a, 0.12, 37.5, X2726983A, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5207287B, 1, L2711234, B, 7.2, 25, X2711234B, a, 0.12, 25, X2711234B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5302510C, 1, L3178980, C, 7.2, 15, X3178980C, a, 0.12, 15, X3178980C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T2224387053A, 1, L3728039, A, 7.2, 37.5, X3728039A, a, 0.12, 37.5, X3728039A, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260631A, 1, L2786266, A, 7.2, 15, X2786266A, a, 0.12, 15, X2786266A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5355618B, 1, L2954338, B, 7.2, 25, X2954338B, a, 0.12, 25, X2954338B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260575B, 1, L3254869, B, 7.2, 15, X3254869B, a, 0.12, 15, X3254869B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5350993C, 1, L3198356, C, 7.2, 15, X3198356C, a, 0.12, 15, X3198356C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260481C, 1, L2730163, C, 7.2, 25, X2730163C, a, 0.12, 25, X2730163C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260641B, 1, L3048965, B, 7.2, 37.5, X3048965B, a, 0.12, 37.5, X3048965B, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337650A, 1, L3010561, A, 7.2, 15, X3010561A, a, 0.12, 15, X3010561A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5355780B, 1, L3160102, B, 7.2, 25, X3160102B, a, 0.12, 25, X3160102B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5275002C, 1, L3066806, C, 7.2, 15, X3066806C, a, 0.12, 15, X3066806C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21452406B, 1, L3216361, B, 7.2, 25, X3216361B, a, 0.12, 25, X3216361B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21399326C, 1, L2879092, C, 7.2, 25, X2879092C, a, 0.12, 25, X2879092C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338964C, 1, L3104117, C, 7.2, 37.5, X3104117C, a, 0.12, 37.5, X3104117C, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T28119958B, 1, L2935568, B, 7.2, 15, X2935568B, a, 0.12, 15, X2935568B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21381118B, 1, L2710530, B, 7.2, 15, X2710530B, a, 0.12, 15, X2710530B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337673A, 1, L2841618, A, 7.2, 25, X2841618A, a, 0.12, 25, X2841618A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T2224387138A, 1, L3728043, A, 7.2, 37.5, X3728043A, a, 0.12, 37.5, X3728043A, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5323243B, 1, L2897765, B, 7.2, 15, X2897765B, a, 0.12, 15, X2897765B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138564A, 1, L2804283, A, 7.2, 25, X2804283A, a, 0.12, 25, X2804283A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T223400157C, 1, L3150961, C, 7.2, 37.5, X3150961C, a, 0.12, 37.5, X3150961C, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T227989724B, 1, L2859391, B, 7.2, 25, X2859391B, a, 0.12, 25, X2859391B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5355592B, 1, L3254206, B, 7.2, 25, X3254206B, a, 0.12, 25, X3254206B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138565A, 1, L3104122, A, 7.2, 25, X3104122A, a, 0.12, 25, X3104122A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138720A, 1, L3254218, A, 7.2, 25, X3254218A, a, 0.12, 25, X3254218A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338913B, 1, L2804255, B, 7.2, 25, X2804255B, a, 0.12, 25, X2804255B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21470326A, 1, L2766748, A, 7.2, 15, X2766748A, a, 0.12, 15, X2766748A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5355600B, 1, L2691938, B, 7.2, 25, X2691938B, a, 0.12, 25, X2691938B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226308728A, 1, L3027671, A, 7.2, 37.5, X3027671A, a, 0.12, 37.5, X3027671A, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5323265B, 1, L2860501, B, 7.2, 25, X2860501B, a, 0.12, 25, X2860501B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
