# Triplex lines connecting the secondary of the service transformers (MV/LV) to 120/240V loada
# These lines are defined (see Triplex_linecodes.dss) as 2-phase lines
# See transformer connection for the meaning of nodes 1 and 2 at the secondary buses.

name, Bus1, phases, Bus2, phases, Linecode, Length, Units
Tpx21397721A0, X3178976A, ab,  SX3178976A, ab,   4/0Triplex, 50, ft 
Tpx21397771A0, X2673317A, ab,  SX2673317A, ab,   4/0Triplex, 50, ft 
Tpx21398402A0, X2729428A, ab,  SX2729428A, ab,   4/0Triplex, 50, ft 
Tpx21398536A0, X2973159A, ab,  SX2973159A, ab,   4/0Triplex, 50, ft 
Tpx21398563A0, X3254216A, ab,  SX3254216A, ab,   4/0Triplex, 50, ft 
Tpx21398646B0, X2973180B, ab,  SX2973180B, ab,   4/0Triplex, 50, ft 
Tpx21398676A0, X3066816A, ab,  SX3066816A, ab,   4/0Triplex, 50, ft 
Tpx21398815A0, X3216351A, ab,  SX3216351A, ab,   4/0Triplex, 50, ft 
Tpx21399099A0, X2841635A, ab,  SX2841635A, ab,   4/0Triplex, 50, ft 
Tpx21399112C0, X3254217C, ab,  SX3254217C, ab,   4/0Triplex, 50, ft 
Tpx21399171C0, X2822870C, ab,  SX2822870C, ab,   4/0Triplex, 50, ft 
Tpx21399220C0, X2766725C, ab,  SX2766725C, ab,   4/0Triplex, 50, ft 
Tpx21399229A0, X2879078A, ab,  SX2879078A, ab,   4/0Triplex, 50, ft 
Tpx21399305A0, X3048221A, ab,  SX3048221A, ab,   4/0Triplex, 50, ft 
Tpx21399326C0, X2879092C, ab,  SX2879092C, ab,   4/0Triplex, 50, ft 
Tpx21399361B0, X2691954B, ab,  SX2691954B, ab,   4/0Triplex, 50, ft 
Tpx21399508A0, X3104135A, ab,  SX3104135A, ab,   4/0Triplex, 50, ft 
Tpx21399619C0, X2991943C, ab,  SX2991943C, ab,   4/0Triplex, 50, ft 
Tpx21399630A0, X3233353A, ab,  SX3233353A, ab,   4/0Triplex, 50, ft 
Tpx21399707A0, X3141403A, ab,  SX3141403A, ab,   4/0Triplex, 50, ft 
Tpx21399752A0, X2785546A, ab,  SX2785546A, ab,   4/0Triplex, 50, ft 
Tpx21399762A0, X2879087A, ab,  SX2879087A, ab,   4/0Triplex, 50, ft 
Tpx21399809A0, X2785531A, ab,  SX2785531A, ab,   4/0Triplex, 50, ft 
Tpx21399826A0, X3216358A, ab,  SX3216358A, ab,   4/0Triplex, 50, ft 
Tpx21400108B0, X2748139B, ab,  SX2748139B, ab,   4/0Triplex, 50, ft 
Tpx21400185A0, X2935559A, ab,  SX2935559A, ab,   4/0Triplex, 50, ft 
Tpx21400215B0, X3048231B, ab,  SX3048231B, ab,   4/0Triplex, 50, ft 
Tpx21400253B0, X2691959B, ab,  SX2691959B, ab,   750_Triplex, 50, ft 
Tpx21426205B0, X2731712B, ab,  SX2731712B, ab,   4/0Triplex, 50, ft 
Tpx21451973B0, X3010580B, ab,  SX3010580B, ab,   4/0Triplex, 50, ft 
Tpx21452406B0, X3216361B, ab,  SX3216361B, ab,   4/0Triplex, 50, ft 
Tpx21455388C0, X2879089C, ab,  SX2879089C, ab,   4/0Triplex, 50, ft 
Tpx21458756C0, X3232301C, ab,  SX3232301C, ab,   4/0Triplex, 50, ft 
Tpx21459629C0, X2763811C, ab,  SX2763811C, ab,   4/0Triplex, 50, ft 
Tpx21459640C0, X2970258C, ab,  SX2970258C, ab,   4/0Triplex, 50, ft 
Tpx21459651C0, X2763812C, ab,  SX2763812C, ab,   4/0Triplex, 50, ft 
Tpx21459660C0, X3101194C, ab,  SX3101194C, ab,   4/0Triplex, 50, ft 
Tpx21467859B0, X2916625B, ab,  SX2916625B, ab,   4/0Triplex, 50, ft 
Tpx21469911A0, X2955047A, ab,  SX2955047A, ab,   4/0Triplex, 50, ft 
Tpx21469960B0, X3066830B, ab,  SX3066830B, ab,   4/0Triplex, 50, ft 
Tpx21470122B0, X2673343B, ab,  SX2673343B, ab,   4/0Triplex, 50, ft 
Tpx21470326A0, X2766748A, ab,  SX2766748A, ab,   4/0Triplex, 50, ft 
Tpx21470405A0, X2897801A, ab,  SX2897801A, ab,   4/0Triplex, 50, ft 
Tpx21471907A0, X2897805A, ab,  SX2897805A, ab,   4/0Triplex, 50, ft 
Tpx21474556A0, X3086098A, ab,  SX3086098A, ab,   4/0Triplex, 50, ft 
Tpx21474587C0, X3104155C, ab,  SX3104155C, ab,   4/0Triplex, 50, ft 
Tpx21474614C0, X2710543C, ab,  SX2710543C, ab,   4/0Triplex, 50, ft 
Tpx21474711C0, X2861197C, ab,  SX2861197C, ab,   4/0Triplex, 50, ft 
Tpx21475841A0, X2992657A, ab,  SX2992657A, ab,   4/0Triplex, 50, ft 
Tpx21482181A0, X3254237A, ab,  SX3254237A, ab,   4/0Triplex, 50, ft 
Tpx21482279A0, X2710544A, ab,  SX2710544A, ab,   4/0Triplex, 50, ft 
Tpx21482431A0, X2917359A, ab,  SX2917359A, ab,   4/0Triplex, 50, ft 
Tpx21483138A0, X3122847A, ab,  SX3122847A, ab,   4/0Triplex, 50, ft 
Tpx21486213B0, X3029520B, ab,  SX3029520B, ab,   4/0Triplex, 50, ft 
Tpx223400157C0, X3150961C, ab,  SX3150961C, ab,   4/0Triplex, 50, ft 
Tpx225498968B0, X2684420B, ab,  SX2684420B, ab,   4/0Triplex, 50, ft 
Tpx225533162A0, X2685809A, ab,  SX2685809A, ab,   4/0Triplex, 50, ft 
Tpx225533215C0, X3097861C, ab,  SX3097861C, ab,   4/0Triplex, 50, ft 
Tpx225533237B0, X2798067B, ab,  SX2798067B, ab,   4/0Triplex, 50, ft 
Tpx225533337A0, X2929261A, ab,  SX2929261A, ab,   4/0Triplex, 50, ft 
Tpx225533423C0, X2891575C, ab,  SX2891575C, ab,   4/0Triplex, 50, ft 
Tpx225533531A0, X2685805A, ab,  SX2685805A, ab,   4/0Triplex, 50, ft 
Tpx225533675B0, X3225319B, ab,  SX3225319B, ab,   4/0Triplex, 50, ft 
Tpx225533703C0, X2925506C, ab,  SX2925506C, ab,   4/0Triplex, 50, ft 
Tpx225534325A0, X2983432A, ab,  SX2983432A, ab,   4/0Triplex, 50, ft 
Tpx225571845B0, X2948732B, ab,  SX2948732B, ab,   4/0Triplex, 50, ft 
Tpx225571871B0, X2911069B, ab,  SX2911069B, ab,   4/0Triplex, 50, ft 
Tpx225577437C0, X2724120C, ab,  SX2724120C, ab,   4/0Triplex, 50, ft 
Tpx225668688A0, X2858175A, ab,  SX2858175A, ab,   4/0Triplex, 50, ft 
Tpx225673440A0, X3251807A, ab,  SX3251807A, ab,   4/0Triplex, 50, ft 
Tpx225684682B0, X3231269B, ab,  SX3231269B, ab,   4/0Triplex, 50, ft 
Tpx225700953A0, X3081380A, ab,  SX3081380A, ab,   4/0Triplex, 50, ft 
Tpx225767272A0, X3139103A, ab,  SX3139103A, ab,   4/0Triplex, 50, ft 
Tpx225806974A0, X2876814A, ab,  SX2876814A, ab,   4/0Triplex, 50, ft 
Tpx225869139A0, X3120503A, ab,  SX3120503A, ab,   4/0Triplex, 50, ft 
Tpx225897846A0, X3120504A, ab,  SX3120504A, ab,   4/0Triplex, 50, ft 
Tpx225897943C0, X2875754C, ab,  SX2875754C, ab,   4/0Triplex, 50, ft 
Tpx225901711A0, X3195327A, ab,  SX3195327A, ab,   4/0Triplex, 50, ft 
Tpx225906836C0, X2763407C, ab,  SX2763407C, ab,   4/0Triplex, 50, ft 
Tpx225918926B0, X2688692B, ab,  SX2688692B, ab,   4/0Triplex, 50, ft 
Tpx225918936C0, X2688693C, ab,  SX2688693C, ab,   4/0Triplex, 50, ft 
Tpx225940756B0, X2913406B, ab,  SX2913406B, ab,   4/0Triplex, 50, ft 
Tpx225991691A0, X2989571A, ab,  SX2989571A, ab,   4/0Triplex, 50, ft 
Tpx226010605C0, X2764411C, ab,  SX2764411C, ab,   4/0Triplex, 50, ft 
Tpx226024307B0, X3119793B, ab,  SX3119793B, ab,   4/0Triplex, 50, ft 
Tpx226029836A0, X3251808A, ab,  SX3251808A, ab,   4/0Triplex, 50, ft 
Tpx226101449A0, X3027133A, ab,  SX3027133A, ab,   4/0Triplex, 50, ft 
Tpx226101460A0, X2857591A, ab,  SX2857591A, ab,   4/0Triplex, 50, ft 
Tpx226109079A0, X2726983A, ab,  SX2726983A, ab,   4/0Triplex, 50, ft 
Tpx226115278A0, X3157167A, ab,  SX3157167A, ab,   4/0Triplex, 50, ft 
Tpx226159329A0, X3082993A, ab,  SX3082993A, ab,   4/0Triplex, 50, ft 
Tpx226163467A0, X3120376A, ab,  SX3120376A, ab,   4/0Triplex, 50, ft 
Tpx226163575B0, X2989432B, ab,  SX2989432B, ab,   4/0Triplex, 50, ft 
Tpx226191772C0, X3120484C, ab,  SX3120484C, ab,   4/0Triplex, 50, ft 
Tpx226191778C0, X2820528C, ab,  SX2820528C, ab,   4/0Triplex, 50, ft 
Tpx226191779C0, X2745799C, ab,  SX2745799C, ab,   4/0Triplex, 50, ft 
Tpx226191850A0, X3270814A, ab,  SX3270814A, ab,   4/0Triplex, 50, ft 
Tpx226191951B0, X2801895B, ab,  SX2801895B, ab,   4/0Triplex, 50, ft 
Tpx226191995B0, X2801896B, ab,  SX2801896B, ab,   4/0Triplex, 50, ft 
Tpx226192175C0, X3214055C, ab,  SX3214055C, ab,   4/0Triplex, 50, ft 
Tpx226192185A0, X3195310A, ab,  SX3195310A, ab,   4/0Triplex, 50, ft 
Tpx226192492B0, X3008232B, ab,  SX3008232B, ab,   4/0Triplex, 50, ft 
Tpx226192493B0, X2764399B, ab,  SX2764399B, ab,   4/0Triplex, 50, ft 
Tpx226192684A0, X3027116A, ab,  SX3027116A, ab,   4/0Triplex, 50, ft 
Tpx226192762B0, X2689678B, ab,  SX2689678B, ab,   4/0Triplex, 50, ft 
Tpx226192801C0, X2951995C, ab,  SX2951995C, ab,   4/0Triplex, 50, ft 
Tpx226192846B0, X3139086B, ab,  SX3139086B, ab,   4/0Triplex, 50, ft 
Tpx226192890C0, X2933120C, ab,  SX2933120C, ab,   4/0Triplex, 50, ft 
Tpx226192926A0, X2726973A, ab,  SX2726973A, ab,   4/0Triplex, 50, ft 
Tpx226192936B0, X2820531B, ab,  SX2820531B, ab,   4/0Triplex, 50, ft 
Tpx226192954C0, X3157708C, ab,  SX3157708C, ab,   4/0Triplex, 50, ft 
Tpx226192994A0, X2858166A, ab,  SX2858166A, ab,   4/0Triplex, 50, ft 
Tpx226193078A0, X2764403A, ab,  SX2764403A, ab,   4/0Triplex, 50, ft 
Tpx226193134C0, X2895449C, ab,  SX2895449C, ab,   4/0Triplex, 50, ft 
Tpx226193170A0, X3176656A, ab,  SX3176656A, ab,   4/0Triplex, 50, ft 
Tpx226193298A0, X2820533A, ab,  SX2820533A, ab,   4/0Triplex, 50, ft 
Tpx226193338A0, X2876796A, ab,  SX2876796A, ab,   4/0Triplex, 50, ft 
Tpx226193345A0, X2876797A, ab,  SX2876797A, ab,   4/0Triplex, 50, ft 
Tpx226193361B0, X3157710B, ab,  SX3157710B, ab,   4/0Triplex, 50, ft 
Tpx226193395B0, X2726974B, ab,  SX2726974B, ab,   4/0Triplex, 50, ft 
Tpx226193422B0, X2726975B, ab,  SX2726975B, ab,   4/0Triplex, 50, ft 
Tpx226193662A0, X3195315A, ab,  SX3195315A, ab,   4/0Triplex, 50, ft 
Tpx226193696A0, X3143999A, ab,  SX3143999A, ab,   4/0Triplex, 50, ft 
Tpx226193698C0, X3125349C, ab,  SX3125349C, ab,   4/0Triplex, 50, ft 
Tpx226193702C0, X3181545C, ab,  SX3181545C, ab,   4/0Triplex, 50, ft 
Tpx226193737C0, X3082981C, ab,  SX3082981C, ab,   4/0Triplex, 50, ft 
Tpx226193745B0, X2876798B, ab,  SX2876798B, ab,   4/0Triplex, 50, ft 
Tpx226193838C0, X3008237C, ab,  SX3008237C, ab,   4/0Triplex, 50, ft 
Tpx226193886B0, X2783231B, ab,  SX2783231B, ab,   4/0Triplex, 50, ft 
Tpx226193892B0, X3176660B, ab,  SX3176660B, ab,   4/0Triplex, 50, ft 
Tpx226193899B0, X3082983B, ab,  SX3082983B, ab,   4/0Triplex, 50, ft 
Tpx226194002B0, X2801902B, ab,  SX2801902B, ab,   4/0Triplex, 50, ft 
Tpx226194093A0, X3157718A, ab,  SX3157718A, ab,   4/0Triplex, 50, ft 
Tpx226194262C0, X2745806C, ab,  SX2745806C, ab,   4/0Triplex, 50, ft 
Tpx226194280B0, X3195318B, ab,  SX3195318B, ab,   4/0Triplex, 50, ft 
Tpx226194419C0, X3214071C, ab,  SX3214071C, ab,   4/0Triplex, 50, ft 
Tpx226194421C0, X3214069C, ab,  SX3214069C, ab,   4/0Triplex, 50, ft 
Tpx226194826A0, X3232902A, ab,  SX3232902A, ab,   4/0Triplex, 50, ft 
Tpx226194865A0, X3027122A, ab,  SX3027122A, ab,   4/0Triplex, 50, ft 
Tpx226195153B0, X3082988B, ab,  SX3082988B, ab,   4/0Triplex, 50, ft 
Tpx226195194C0, X3027124C, ab,  SX3027124C, ab,   4/0Triplex, 50, ft 
Tpx226195333C0, X2801909C, ab,  SX2801909C, ab,   4/0Triplex, 50, ft 
Tpx226196642A0, X2914324A, ab,  SX2914324A, ab,   4/0Triplex, 50, ft 
Tpx226196648A0, X2820556A, ab,  SX2820556A, ab,   4/0Triplex, 50, ft 
Tpx226197070A0, X2933135A, ab,  SX2933135A, ab,   4/0Triplex, 50, ft 
Tpx226264795A0, X3139366A, ab,  SX3139366A, ab,   4/0Triplex, 50, ft 
Tpx226308710B0, X2708744B, ab,  SX2708744B, ab,   4/0Triplex, 50, ft 
Tpx226308716B0, X2690187B, ab,  SX2690187B, ab,   4/0Triplex, 50, ft 
Tpx226308717A0, X3233412A, ab,  SX3233412A, ab,   4/0Triplex, 50, ft 
Tpx226308719B0, X3027670B, ab,  SX3027670B, ab,   4/0Triplex, 50, ft 
Tpx226308720A0, X2821087A, ab,  SX2821087A, ab,   4/0Triplex, 50, ft 
Tpx226308721A0, X2990098A, ab,  SX2990098A, ab,   4/0Triplex, 50, ft 
Tpx226308723B0, X3252336B, ab,  SX3252336B, ab,   4/0Triplex, 50, ft 
Tpx226308725B0, X2802480B, ab,  SX2802480B, ab,   4/0Triplex, 50, ft 
Tpx226308727B0, X3233413B, ab,  SX3233413B, ab,   4/0Triplex, 50, ft 
Tpx226308728A0, X3027671A, ab,  SX3027671A, ab,   4/0Triplex, 50, ft 
Tpx226308729B0, X3102286B, ab,  SX3102286B, ab,   4/0Triplex, 50, ft 
Tpx226308730A0, X2802481A, ab,  SX2802481A, ab,   4/0Triplex, 50, ft 
Tpx226308731A0, X3214549A, ab,  SX3214549A, ab,   4/0Triplex, 50, ft 
Tpx226311345B0, X3139598B, ab,  SX3139598B, ab,   4/0Triplex, 50, ft 
Tpx226881057B0, X3214112B, ab,  SX3214112B, ab,   4/0Triplex, 50, ft 
Tpx226881700A0, X3251854A, ab,  SX3251854A, ab,   4/0Triplex, 50, ft 
Tpx226924200B0, X2763072B, ab,  SX2763072B, ab,   4/0Triplex, 50, ft 
Tpx226964880A0, X3172805A, ab,  SX3172805A, ab,   4/0Triplex, 50, ft 
Tpx227100746A0, X3226771A, ab,  SX3226771A, ab,   4/0Triplex, 50, ft 
Tpx227100753A0, X3189190A, ab,  SX3189190A, ab,   4/0Triplex, 50, ft 
Tpx227187012A0, X2896685A, ab,  SX2896685A, ab,   4/0Triplex, 50, ft 
Tpx227187012B0, X2896685B, ab,  SX2896685B, ab,   4/0Triplex, 50, ft 
Tpx227187012C0, X2896685C, ab,  SX2896685C, ab,   4/0Triplex, 50, ft 
Tpx227411650C0, X2937757C, ab,  SX2937757C, ab,   4/0Triplex, 50, ft 
Tpx227411655C0, X2806553C, ab,  SX2806553C, ab,   4/0Triplex, 50, ft 
Tpx227447984C0, X2862616C, ab,  SX2862616C, ab,   4/0Triplex, 50, ft 
Tpx227653310C0, X2746587C, ab,  SX2746587C, ab,   4/0Triplex, 50, ft 
Tpx227678342C0, X2727795C, ab,  SX2727795C, ab,   4/0Triplex, 50, ft 
Tpx227731863A0, X3177665A, ab,  SX3177665A, ab,   4/0Triplex, 50, ft 
Tpx227732939B0, X3046854B, ab,  SX3046854B, ab,   4/0Triplex, 50, ft 
Tpx227734175B0, X3102793B, ab,  SX3102793B, ab,   4/0Triplex, 50, ft 
Tpx227760021A0, X2803199A, ab,  SX2803199A, ab,   4/0Triplex, 50, ft 
Tpx227760021B0, X2803199B, ab,  SX2803199B, ab,   4/0Triplex, 50, ft 
Tpx227760021C0, X2803199C, ab,  SX2803199C, ab,   4/0Triplex, 50, ft 
Tpx227760024A0, X3215203A, ab,  SX3215203A, ab,   4/0Triplex, 50, ft 
Tpx227760024B0, X3215203B, ab,  SX3215203B, ab,   4/0Triplex, 50, ft 
Tpx227760024C0, X3215203C, ab,  SX3215203C, ab,   4/0Triplex, 50, ft 
Tpx227895952A0, X3065665A, ab,  SX3065665A, ab,   4/0Triplex, 50, ft 
Tpx227896008C0, X3177881C, ab,  SX3177881C, ab,   4/0Triplex, 50, ft 
Tpx227902981A0, X3047058A, ab,  SX3047058A, ab,   4/0Triplex, 50, ft 
Tpx227903012A0, X3177894A, ab,  SX3177894A, ab,   4/0Triplex, 50, ft 
Tpx227905262A0, X3140238A, ab,  SX3140238A, ab,   4/0Triplex, 50, ft 
Tpx227917119A0, X2821770A, ab,  SX2821770A, ab,   4/0Triplex, 50, ft 
Tpx227917122A0, X2915534A, ab,  SX2915534A, ab,   4/0Triplex, 50, ft 
Tpx227917127C0, X2690868C, ab,  SX2690868C, ab,   4/0Triplex, 50, ft 
Tpx227917130C0, X2803194C, ab,  SX2803194C, ab,   4/0Triplex, 50, ft 
Tpx227917133C0, X3047073C, ab,  SX3047073C, ab,   4/0Triplex, 50, ft 
Tpx227921416A0, X3065696A, ab,  SX3065696A, ab,   4/0Triplex, 50, ft 
Tpx227921427A0, X2915542A, ab,  SX2915542A, ab,   4/0Triplex, 50, ft 
Tpx227921427B0, X2915542B, ab,  SX2915542B, ab,   4/0Triplex, 50, ft 
Tpx227921427C0, X2915542C, ab,  SX2915542C, ab,   4/0Triplex, 50, ft 
Tpx227944551A0, X3234149A, ab,  SX3234149A, ab,   750_Triplex, 50, ft 
Tpx227944551B0, X3234149B, ab,  SX3234149B, ab,   750_Triplex, 50, ft 
Tpx227944551C0, X3234149C, ab,  SX3234149C, ab,   750_Triplex, 50, ft 
Tpx227989724B0, X2859391B, ab,  SX2859391B, ab,   4/0Triplex, 50, ft 
Tpx228001810A0, X2859403A, ab,  SX2859403A, ab,   4/0Triplex, 50, ft 
Tpx228057846A0, X3215340A, ab,  SX3215340A, ab,   4/0Triplex, 50, ft 
Tpx228091193A0, X3047289A, ab,  SX3047289A, ab,   4/0Triplex, 50, ft 
Tpx228091193B0, X3047289B, ab,  SX3047289B, ab,   4/0Triplex, 50, ft 
Tpx228091193C0, X3047289C, ab,  SX3047289C, ab,   4/0Triplex, 50, ft 
Tpx228219458B0, X3215549B, ab,  SX3215549B, ab,   4/0Triplex, 50, ft 
Tpx228314460C0, X3253570C, ab,  SX3253570C, ab,   4/0Triplex, 50, ft 
Tpx228445756C0, X2972704C, ab,  SX2972704C, ab,   4/0Triplex, 50, ft 
Tpx228446184A0, X3159645A, ab,  SX3159645A, ab,   4/0Triplex, 50, ft 
Tpx228532641A0, X3091052A, ab,  SX3091052A, ab,   4/0Triplex, 50, ft 
Tpx228549643A0, X2916234A, ab,  SX2916234A, ab,   4/0Triplex, 50, ft 
Tpx228580047B0, X3029183B, ab,  SX3029183B, ab,   4/0Triplex, 50, ft 
Tpx228622562A0, X3108449A, ab,  SX3108449A, ab,   4/0Triplex, 50, ft 
Tpx228665517C0, X3103822C, ab,  SX3103822C, ab,   4/0Triplex, 50, ft 
Tpx229106135C0, X2991640C, ab,  SX2991640C, ab,   4/0Triplex, 50, ft 
Tpx2212168866C0, X2729206C, ab,  SX2729206C, ab,   4/0Triplex, 50, ft 
Tpx2212168870C0, X2897554C, ab,  SX2897554C, ab,   4/0Triplex, 50, ft 
Tpx2212168874C0, X2729207C, ab,  SX2729207C, ab,   4/0Triplex, 50, ft 
Tpx2212168880C0, X2766499C, ab,  SX2766499C, ab,   4/0Triplex, 50, ft 
Tpx2212168887C0, X2878848C, ab,  SX2878848C, ab,   4/0Triplex, 50, ft 
Tpx2212371533C0, X3263051C, ab,  SX3263051C, ab,   4/0Triplex, 50, ft 
Tpx2223661373A0, X3312692A, ab,  SX3312692A, ab,   4/0Triplex, 50, ft 
Tpx2223664050B0, X3315860B, ab,  SX3315860B, ab,   4/0Triplex, 50, ft 
Tpx2223703238C0, X3342743C, ab,  SX3342743C, ab,   4/0Triplex, 50, ft 
Tpx2223878647B0, X3448661B, ab,  SX3448661B, ab,   4/0Triplex, 50, ft 
Tpx2224061203C0, X3552667C, ab,  SX3552667C, ab,   4/0Triplex, 50, ft 
Tpx2224179616C0, X3626914C, ab,  SX3626914C, ab,   4/0Triplex, 50, ft 
Tpx2224192013A0, X3632979A, ab,  SX3632979A, ab,   4/0Triplex, 50, ft 
Tpx2224230615C0, X3645809C, ab,  SX3645809C, ab,   4/0Triplex, 50, ft 
Tpx2224230651C0, X3645810C, ab,  SX3645810C, ab,   4/0Triplex, 50, ft 
Tpx2224230689C0, X3645811C, ab,  SX3645811C, ab,   4/0Triplex, 50, ft 
Tpx2224230754C0, X3645812C, ab,  SX3645812C, ab,   4/0Triplex, 50, ft 
Tpx2224237380A0, X3649297A, ab,  SX3649297A, ab,   4/0Triplex, 50, ft 
Tpx2224237384A0, X3649298A, ab,  SX3649298A, ab,   4/0Triplex, 50, ft 
Tpx2224237391A0, X3649299A, ab,  SX3649299A, ab,   4/0Triplex, 50, ft 
Tpx2224237546A0, X3649300A, ab,  SX3649300A, ab,   4/0Triplex, 50, ft 
Tpx2224237643A0, X3649301A, ab,  SX3649301A, ab,   4/0Triplex, 50, ft 
Tpx2224237653A0, X3649302A, ab,  SX3649302A, ab,   4/0Triplex, 50, ft 
Tpx2224237713A0, X3649304A, ab,  SX3649304A, ab,   4/0Triplex, 50, ft 
Tpx2224237718A0, X3649305A, ab,  SX3649305A, ab,   4/0Triplex, 50, ft 
Tpx2224238167A0, X3649306A, ab,  SX3649306A, ab,   4/0Triplex, 50, ft 
Tpx2224386592A0, X3729297A, ab,  SX3729297A, ab,   4/0Triplex, 50, ft 
Tpx2224386617A0, X3729298A, ab,  SX3729298A, ab,   4/0Triplex, 50, ft 
Tpx2224386750A0, X3727707A, ab,  SX3727707A, ab,   4/0Triplex, 50, ft 
Tpx2224386815A0, X3727708A, ab,  SX3727708A, ab,   4/0Triplex, 50, ft 
Tpx2224386842A0, X3727709A, ab,  SX3727709A, ab,   4/0Triplex, 50, ft 
Tpx2224386863A0, X3727710A, ab,  SX3727710A, ab,   4/0Triplex, 50, ft 
Tpx2224386874A0, X3727711A, ab,  SX3727711A, ab,   4/0Triplex, 50, ft 
Tpx2224386889A0, X3727712A, ab,  SX3727712A, ab,   4/0Triplex, 50, ft 
Tpx2224386946A0, X3728037A, ab,  SX3728037A, ab,   4/0Triplex, 50, ft 
Tpx2224387019A0, X3728038A, ab,  SX3728038A, ab,   4/0Triplex, 50, ft 
Tpx2224387053A0, X3728039A, ab,  SX3728039A, ab,   4/0Triplex, 50, ft 
Tpx2224387062A0, X3728040A, ab,  SX3728040A, ab,   4/0Triplex, 50, ft 
Tpx2224387074A0, X3728041A, ab,  SX3728041A, ab,   4/0Triplex, 50, ft 
Tpx2224387113A0, X3728042A, ab,  SX3728042A, ab,   4/0Triplex, 50, ft 
Tpx2224387138A0, X3728043A, ab,  SX3728043A, ab,   4/0Triplex, 50, ft 
Tpx2224490448C0, X3778577C, ab,  SX3778577C, ab,   4/0Triplex, 50, ft 
Tpx2224500658A0, X3784018A, ab,  SX3784018A, ab,   4/0Triplex, 50, ft 
