#  Loads are defined as two 120V loads connected line to neutral
#  Phase designation "ab" implies two 120V loads
#  kW load is divided equally between the two 120V "phases"
#  Status: fixed=does not vary (load multipliers do not apply)

Name, NumPhases, Bus, phases, Voltage, status, model, connection, kW, PF
21399752A0, 2, SX2785546A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
21399762A0, 2, SX2879087A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
21399809A0, 2, SX2785531A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
21399826A0, 2, SX3216358A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
21400108B0, 2, SX2748139B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
21400185A0, 2, SX2935559A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
21400215B0, 2, SX3048231B, ab,  120.0,  variable, 1,  wye, 19.45, 0.97
21400253B0, 2, SX2691959B, ab,  120.0,  fixed,    1,  wye, 38.90, 0.97
21426205B0, 2, SX2731712B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
21451973B0, 2, SX3010580B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
21452406B0, 2, SX3216361B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
21455388C0, 2, SX2879089C, ab,  120.0,  variable, 1,  wye, 15.26, 0.97
21458756C0, 2, SX3232301C, ab,  120.0,  fixed,    1,  wye, 30.52, 0.97
21459629C0, 2, SX2763811C, ab,  120.0,  fixed,    1,  wye, 30.52, 0.97
21459640C0, 2, SX2970258C, ab,  120.0,  variable, 1,  wye, 15.26, 0.97
21459651C0, 2, SX2763812C, ab,  120.0,  fixed,    1,  wye, 30.52, 0.97
21459660C0, 2, SX3101194C, ab,  120.0,  fixed,    1,  wye, 30.52, 0.97
21467859B0, 2, SX2916625B, ab,  120.0,  variable, 1,  wye, 14.59, 0.97
21469911A0, 2, SX2955047A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
21469960B0, 2, SX3066830B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
21470122B0, 2, SX2673343B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
21470326A0, 2, SX2766748A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
21470405A0, 2, SX2897801A, ab,  120.0,  variable, 1,  wye, 13.30, 0.97
21471907A0, 2, SX2897805A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
21474556A0, 2, SX3086098A, ab,  120.0,  variable, 1,  wye, 17.74, 0.97
21474587C0, 2, SX3104155C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
21474614C0, 2, SX2710543C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
21474711C0, 2, SX2861197C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
21475841A0, 2, SX2992657A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
21482181A0, 2, SX3254237A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
21482279A0, 2, SX2710544A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
21482431A0, 2, SX2917359A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
21483138A0, 2, SX3122847A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
21486213B0, 2, SX3029520B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
223400157C0, 2, SX3150961C, ab,  120.0,  variable, 1,  wye, 15.26, 0.97
225498968B0, 2, SX2684420B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
225533162A0, 2, SX2685809A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
225533215C0, 2, SX3097861C, ab,  120.0,  variable, 1,  wye, 4.07, 0.97
225533237B0, 2, SX2798067B, ab,  120.0,  variable, 1,  wye, 3.89, 0.97
225533337A0, 2, SX2929261A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
225533423C0, 2, SX2891575C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
225533531A0, 2, SX2685805A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
225533675B0, 2, SX3225319B, ab,  120.0,  variable, 1,  wye, 14.59, 0.97
225533703C0, 2, SX2925506C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
225534325A0, 2, SX2983432A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
225571845B0, 2, SX2948732B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
225571871B0, 2, SX2911069B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
225577437C0, 2, SX2724120C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
225668688A0, 2, SX2858175A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
225673440A0, 2, SX3251807A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
225684682B0, 2, SX3231269B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
225700953A0, 2, SX3081380A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
225767272A0, 2, SX3139103A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
225806974A0, 2, SX2876814A, ab,  120.0,  variable, 1,  wye, 3.55, 0.97
225869139A0, 2, SX3120503A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
225897846A0, 2, SX3120504A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
225897943C0, 2, SX2875754C, ab,  120.0,  variable, 1,  wye, 20.34, 0.97
225901711A0, 2, SX3195327A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
225906836C0, 2, SX2763407C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
225918926B0, 2, SX2688692B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
225918936C0, 2, SX2688693C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
225940756B0, 2, SX2913406B, ab,  120.0,  variable, 1,  wye, 14.59, 0.97
225991691A0, 2, SX2989571A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
226010605C0, 2, SX2764411C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
226024307B0, 2, SX3119793B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
226029836A0, 2, SX3251808A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
226101449A0, 2, SX3027133A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
226101460A0, 2, SX2857591A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
226109079A0, 2, SX2726983A, ab,  120.0,  variable, 1,  wye, 13.30, 0.97
226115278A0, 2, SX3157167A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
226159329A0, 2, SX3082993A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
226163467A0, 2, SX3120376A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
226163575B0, 2, SX2989432B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
226191772C0, 2, SX3120484C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
226191778C0, 2, SX2820528C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
226191779C0, 2, SX2745799C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
226191850A0, 2, SX3270814A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
226191951B0, 2, SX2801895B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
226191995B0, 2, SX2801896B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
226192175C0, 2, SX3214055C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
226192185A0, 2, SX3195310A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
226192492B0, 2, SX3008232B, ab,  120.0,  variable, 1,  wye, 3.89, 0.97
226192493B0, 2, SX2764399B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
226192684A0, 2, SX3027116A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
226192762B0, 2, SX2689678B, ab,  120.0,  variable, 1,  wye, 1.95, 0.97
226192801C0, 2, SX2951995C, ab,  120.0,  fixed,    1,  wye, 30.52, 0.97
226192846B0, 2, SX3139086B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
226192890C0, 2, SX2933120C, ab,  120.0,  variable, 1,  wye, 15.26, 0.97
226192926A0, 2, SX2726973A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
226192936B0, 2, SX2820531B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
226192954C0, 2, SX3157708C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
226192994A0, 2, SX2858166A, ab,  120.0,  variable, 1,  wye, 3.55, 0.97
226193078A0, 2, SX2764403A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
226193134C0, 2, SX2895449C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
226193170A0, 2, SX3176656A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
226193298A0, 2, SX2820533A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
226193338A0, 2, SX2876796A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
226193345A0, 2, SX2876797A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
226193361B0, 2, SX3157710B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
226193395B0, 2, SX2726974B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
226193422B0, 2, SX2726975B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
226193662A0, 2, SX3195315A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
226193696A0, 2, SX3143999A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
226193698C0, 2, SX3125349C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
226193702C0, 2, SX3181545C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
226193737C0, 2, SX3082981C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
226193745B0, 2, SX2876798B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
226193838C0, 2, SX3008237C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
226193886B0, 2, SX2783231B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
226193892B0, 2, SX3176660B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
226193899B0, 2, SX3082983B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
226194002B0, 2, SX2801902B, ab,  120.0,  variable, 1,  wye, 14.59, 0.97
226194093A0, 2, SX3157718A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
226194262C0, 2, SX2745806C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
226194280B0, 2, SX3195318B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
226194419C0, 2, SX3214071C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
226194421C0, 2, SX3214069C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
226194826A0, 2, SX3232902A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
226194865A0, 2, SX3027122A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
226195153B0, 2, SX3082988B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
226195194C0, 2, SX3027124C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
226195333C0, 2, SX2801909C, ab,  120.0,  variable, 1,  wye, 4.07, 0.97
226196642A0, 2, SX2914324A, ab,  120.0,  variable, 1,  wye, 1.77, 0.97
226196648A0, 2, SX2820556A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
226197070A0, 2, SX2933135A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
226264795A0, 2, SX3139366A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
226308710B0, 2, SX2708744B, ab,  120.0,  fixed,    1,  wye, 29.18, 0.97
226308716B0, 2, SX2690187B, ab,  120.0,  fixed,    1,  wye, 29.18, 0.97
226308717A0, 2, SX3233412A, ab,  120.0,  variable, 1,  wye, 17.74, 0.97
226308719B0, 2, SX3027670B, ab,  120.0,  fixed,    1,  wye, 29.18, 0.97
226308720A0, 2, SX2821087A, ab,  120.0,  fixed,    1,  wye, 26.60, 0.97
226308721A0, 2, SX2990098A, ab,  120.0,  variable, 1,  wye, 17.74, 0.97
226308723B0, 2, SX3252336B, ab,  120.0,  variable, 1,  wye, 14.59, 0.97
226308725B0, 2, SX2802480B, ab,  120.0,  fixed,    1,  wye, 29.18, 0.97
226308727B0, 2, SX3233413B, ab,  120.0,  variable, 1,  wye, 19.45, 0.97
226308728A0, 2, SX3027671A, ab,  120.0,  variable, 1,  wye, 13.30, 0.97
226308729B0, 2, SX3102286B, ab,  120.0,  fixed,    1,  wye, 29.18, 0.97
226308730A0, 2, SX2802481A, ab,  120.0,  fixed,    1,  wye, 26.60, 0.97
226308731A0, 2, SX3214549A, ab,  120.0,  variable, 1,  wye, 17.74, 0.97
226311345B0, 2, SX3139598B, ab,  120.0,  variable, 1,  wye, 14.59, 0.97
226881057B0, 2, SX3214112B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
226881700A0, 2, SX3251854A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
226924200B0, 2, SX2763072B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
226964880A0, 2, SX3172805A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
227100746A0, 2, SX3226771A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
227100753A0, 2, SX3189190A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
227187012A0, 2, SX2896685A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
227187012B0, 2, SX2896685B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
227187012C0, 2, SX2896685C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
227411650C0, 2, SX2937757C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
227411655C0, 2, SX2806553C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
227447984C0, 2, SX2862616C, ab,  120.0,  fixed,    1,  wye, 30.52, 0.97
227653310C0, 2, SX2746587C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
227678342C0, 2, SX2727795C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
227731863A0, 2, SX3177665A, ab,  120.0,  variable, 1,  wye, 13.30, 0.97
227732939B0, 2, SX3046854B, ab,  120.0,  variable, 1,  wye, 14.59, 0.97
227734175B0, 2, SX3102793B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
227760021A0, 2, SX2803199A, ab,  120.0,  variable, 1,  wye, 17.74, 0.97
227760021B0, 2, SX2803199B, ab,  120.0,  variable, 1,  wye, 19.45, 0.97
227760021C0, 2, SX2803199C, ab,  120.0,  variable, 1,  wye, 20.34, 0.97
227760024A0, 2, SX3215203A, ab,  120.0,  variable, 1,  wye, 17.74, 0.97
227760024B0, 2, SX3215203B, ab,  120.0,  variable, 1,  wye, 19.45, 0.97
227760024C0, 2, SX3215203C, ab,  120.0,  variable, 1,  wye, 20.34, 0.97
227895952A0, 2, SX3065665A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
227896008C0, 2, SX3177881C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
227902981A0, 2, SX3047058A, ab,  120.0,  variable, 1,  wye, 13.30, 0.97
227903012A0, 2, SX3177894A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
227905262A0, 2, SX3140238A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
227917119A0, 2, SX2821770A, ab,  120.0,  variable, 1,  wye, 13.30, 0.97
227917122A0, 2, SX2915534A, ab,  120.0,  variable, 1,  wye, 13.30, 0.97
227917127C0, 2, SX2690868C, ab,  120.0,  variable, 1,  wye, 20.34, 0.97
227917130C0, 2, SX2803194C, ab,  120.0,  variable, 1,  wye, 15.26, 0.97
227917133C0, 2, SX3047073C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
227921416A0, 2, SX3065696A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
227921427A0, 2, SX2915542A, ab,  120.0,  variable, 1,  wye, 17.74, 0.97
227921427B0, 2, SX2915542B, ab,  120.0,  variable, 1,  wye, 19.45, 0.97
227921427C0, 2, SX2915542C, ab,  120.0,  variable, 1,  wye, 20.34, 0.97
227944551A0, 2, SX3234149A, ab,  120.0,  fixed,    1,  wye, 88.68, 0.97
227944551B0, 2, SX3234149B, ab,  120.0,  fixed,    1,  wye, 97.26, 0.97
227944551C0, 2, SX3234149C, ab,  120.0,  fixed,    1,  wye, 101.7, 0.97
227989724B0, 2, SX2859391B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
228001810A0, 2, SX2859403A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
228057846A0, 2, SX3215340A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
228091193A0, 2, SX3047289A, ab,  120.0,  variable, 1,  wye, 17.74, 0.97
228091193B0, 2, SX3047289B, ab,  120.0,  variable, 1,  wye, 19.45, 0.97
228091193C0, 2, SX3047289C, ab,  120.0,  variable, 1,  wye, 20.34, 0.97
228219458B0, 2, SX3215549B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
228314460C0, 2, SX3253570C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
228445756C0, 2, SX2972704C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
228446184A0, 2, SX3159645A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
228532641A0, 2, SX3091052A, ab,  120.0,  variable, 1,  wye, 13.30, 0.97
228549643A0, 2, SX2916234A, ab,  120.0,  variable, 1,  wye, 3.55, 0.97
228580047B0, 2, SX3029183B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
228622562A0, 2, SX3108449A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
228665517C0, 2, SX3103822C, ab,  120.0,  variable, 1,  wye, 15.26, 0.97
229106135C0, 2, SX2991640C, ab,  120.0,  variable, 1,  wye, 4.07, 0.97
2212168866C0, 2, SX2729206C, ab,  120.0,  variable, 1,  wye, 15.26, 0.97
2212168870C0, 2, SX2897554C, ab,  120.0,  variable, 1,  wye, 20.34, 0.97
2212168874C0, 2, SX2729207C, ab,  120.0,  variable, 1,  wye, 20.34, 0.97
2212168880C0, 2, SX2766499C, ab,  120.0,  variable, 1,  wye, 20.34, 0.97
2212168887C0, 2, SX2878848C, ab,  120.0,  variable, 1,  wye, 15.26, 0.97
2212371533C0, 2, SX3263051C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
2223661373A0, 2, SX3312692A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
2223664050B0, 2, SX3315860B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
2223703238C0, 2, SX3342743C, ab,  120.0,  variable, 1,  wye, 4.07, 0.97
2223878647B0, 2, SX3448661B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
2224061203C0, 2, SX3552667C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
2224179616C0, 2, SX3626914C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
2224192013A0, 2, SX3632979A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
2224230615C0, 2, SX3645809C, ab,  120.0,  variable, 1,  wye, 20.34, 0.97
2224230651C0, 2, SX3645810C, ab,  120.0,  fixed,    1,  wye, 30.52, 0.97
2224230689C0, 2, SX3645811C, ab,  120.0,  fixed,    1,  wye, 30.52, 0.97
2224230754C0, 2, SX3645812C, ab,  120.0,  variable, 1,  wye, 15.26, 0.97
2224237380A0, 2, SX3649297A, ab,  120.0,  variable, 1,  wye, 13.30, 0.97
2224237384A0, 2, SX3649298A, ab,  120.0,  variable, 1,  wye, 13.30, 0.97
2224237391A0, 2, SX3649299A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
2224237546A0, 2, SX3649300A, ab,  120.0,  variable, 1,  wye, 13.30, 0.97
2224237643A0, 2, SX3649301A, ab,  120.0,  variable, 1,  wye, 13.30, 0.97
2224237653A0, 2, SX3649302A, ab,  120.0,  variable, 1,  wye, 13.30, 0.97
2224237713A0, 2, SX3649304A, ab,  120.0,  variable, 1,  wye, 13.30, 0.97
2224237718A0, 2, SX3649305A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
2224238167A0, 2, SX3649306A, ab,  120.0,  variable, 1,  wye, 13.30, 0.97
2224386592A0, 2, SX3729297A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
2224386617A0, 2, SX3729298A, ab,  120.0,  variable, 1,  wye, 13.30, 0.97
2224386750A0, 2, SX3727707A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
2224386815A0, 2, SX3727708A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
2224386842A0, 2, SX3727709A, ab,  120.0,  variable, 1,  wye, 13.30, 0.97
2224386863A0, 2, SX3727710A, ab,  120.0,  variable, 1,  wye, 13.30, 0.97
2224386874A0, 2, SX3727711A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
2224386889A0, 2, SX3727712A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
2224386946A0, 2, SX3728037A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
2224387019A0, 2, SX3728038A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
2224387053A0, 2, SX3728039A, ab,  120.0,  variable, 1,  wye, 13.30, 0.97
2224387062A0, 2, SX3728040A, ab,  120.0,  variable, 1,  wye, 13.30, 0.97
2224387074A0, 2, SX3728041A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
2224387113A0, 2, SX3728042A, ab,  120.0,  variable, 1,  wye, 13.30, 0.97
2224387138A0, 2, SX3728043A, ab,  120.0,  variable, 1,  wye, 13.30, 0.97
2224490448C0, 2, SX3778577C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
2224500658A0, 2, SX3784018A, ab,  120.0,  variable, 1,  wye, 3.55, 0.97
													              

