#   Primary   circuit    line   definitions   
Name, Bus1, Phases, Bus2, Phases, Length, Units, LineCode,  Status   
HVMV_Sub_connector, _HVMV_Sub_LSB, ABC,   HVMV_Sub_48332, ABC,  0.01, km, 3PH-Connector  
LN6350528-1, M1009824, B,  L2691939, B,  0.066211968, km,   1PH-x4_WPALx4_WPAL     
LN5985355-1, L2783231, B,  L3254227, B,  0.15193956, km,   1PH-x4_WPALx4_WPAL     
LN5714041-1, L2691939, B,  L2860478, B,  0.062262596, km,   1PH-x4_WPALx4_WPAL     
LN6077802-1, L3254234, B,  L3104114, B,  0.082855249, km,   1PH-x4_WPALx4_WPAL     
LN5623389-1, M1008753, B,  L3141390, B,  0.086279452, km,   1PH-x4_WPALx4_WPAL     
LN6292463-1, P827496, B,   M1108262, B,  0.004571424, km,   1PH-x4_WPALx4_WPAL     
LN5644817-1, M1008733, B,  L3225319, B,  0.013720269, km,   1PH-x4_WPALx4_WPAL     
LN5985355-3, N1136355, B,  L2783231, B,  0.072454801, km,   1PH-x4_WPALx4_WPAL     
LN6048642-1, L3198355, B,  L2805037, B,  0.11081571, km,   1PH-x4_WPALx4_WPAL     
LN5895768-1, M1008742, B,  L3029495, B,  0.027805206, km,   1PH-x4_WPALx4_WPAL     
LN5472356-1, M1047442, B,  L3235250, B,  0.064500287, km,   1PH-x4_WPALx4_WPAL     
LN6164818-1, M1108302, B,  L3236011, B,  0.035204058, km,   1PH-x4_WPALx4_WPAL     
LN6047581-1, M1026330, B,  L2766726, B,  0.030088055, km,   1PH-x4_WPALx4_WPAL     
LN5593215-1, L3104114, B,  M1009824, B,  0.055545084, km,   1PH-x4_WPALx4_WPAL     
LN5956482-1, M1069550, B,  M1069551, B,  0.004148354, km,   1PH-x4_WPALx4_WPAL     
LN6047567-1, M1047447, B,  L2954349, B,  0.053454722, km,   1PH-x4_WPALx4_WPAL     
LN5654485-1, L2711234, B,  L3198355, B,  0.11883792, km,   1PH-x4_WPALx4_WPAL     
LN5803255-1, E182744, B,   L2801895, B,  0.060959613, km,   1PH-x4_WPALx4_WPAL     
LN5774493-1, M1047386, B,  M1047379, B,  0.095081577, km,   1PH-x4_WPALx4_WPAL     
LN6078744-1, M1108260, B,  M1108259, B,  0.03565775, km,   1PH-x4_WPALx4_WPAL     
LN6108164-1, L3254227, B,  M1069550, B,  0.047453284, km,   1PH-x4_WPALx4_WPAL     
LN6260016-1, M1069557, B,  M1069554, B,  0.05428045, km,   1PH-x4_WPALx4_WPAL     
LN5653478-1, M1069554, B,  L3160115, B,  0.033321905, km,   1PH-x4_WPALx4_WPAL     
LN5531325-1, L2876846, B,  L3048203, B,  0.29097916, km,   1PH-x4_WPALx4_WPAL     
LN5686078-3, N1142112, B,  P827496, B,   0.012407867, km,   1PH-x4_WPALx4_WPAL     
LN6017283-1, M1008743, B,  M1008742, B,  0.082326351, km,   1PH-x4_WPALx4_WPAL     
LN5866260-1, M1142839, C,  L3067507, C,  0.042051449, km,   1PH-xx2/0_ACSR1/0_TPX  
LN7064337-2, M1125917, C,  P1197121, C,  0.008239126, km,   1PH-xx2_ACSR1/0_TPX    
LN5927299-1, M1125974, C,  L3104796, C,  0.000658611, km,   1PH-xx2_ACSR1/0_TPX    
LN6199529-1, M1047346, C,  L3254219, C,  0.040929984, km,   1PH-xx2_ACSR1/0_TPX    
LN7064338-3, P1197121, C,  L2805031, C,  0.048164266, km,   1PH-xx2_ACSR1/0_TPX    
LN6229827-1, M1027066, C,  L2841645, C,  0.012252958, km,   1PH-xx2_ACSR1/0_TPX    
LN5651995-1, M1125959, C,  M1125974, C,  0.064815835, km,   1PH-xx2_ACSR1/0_TPX    
LN5544392-1, M1089122, C,  P860892, C,   0.031346834, km,   1PH-xx2_ACSR2_ACSR     
LN5896844-1, M1108311, C,  L2898526, C,  0.024674093, km,   1PH-xx2_ACSR2_ACSR     
LN6412346-1, L3160862, C,  L3104850, C,  0.13216499, km,   1PH-xx2_ACSR2_ACSR     
LN6229832-2, L3197661, C,  L3122848, C,  0.067951518, km,   1PH-xx2_ACSR2_ACSR     
LN6290206-1, M1108368, C,  L2897770, C,  0.070383343, km,   1PH-xx2_ACSR2_ACSR     
LN6229803-2, M1026808, C,  N1140520, C,  0.004706699, km,   1PH-xx2_ACSR2_ACSR     
LN5715018-1, M1108345, C,  M1108347, C,  0.038716091, km,   1PH-xx2_ACSR2_ACSR     
LN5956501-1, M1047299, C,  L3104157, C,  0.055049483, km,   1PH-xx2_ACSR2_ACSR     
LN6139656-1, M1108356, C,  L2842390, C,  0.069434561, km,   1PH-xx2_ACSR2_ACSR     
LN5744370-2, M1069437, C,  N1139259, C,  0.045339546, km,   1PH-xx2_ACSR2_ACSR     
LN5776673-1, P827575, C,   M1069437, C,  0.005084751, km,   1PH-xx2_ACSR2_ACSR     
LN6225673-1, M1026886, C,  P895409, C,   0.00967571, km,   1PH-xx2_ACSR2_ACSR     
LN6348954-1, L3176661, C,  L2970804, C,  0.077039939, km,   1PH-xx2_ACSR2_ACSR     
LN5532788-2, M1026706, C,  N1140822, C,  0.011126771, km,   1PH-xx2_ACSR2_ACSR     
LN6170199-2, M3037449, C,  M1108375, C,  0.018370264, km,   1PH-xx2_ACSR2_ACSR     
LN5717630-1, M1166393, C,  M1166395, C,  0.065649313, km,   1PH-xx2_ACSR2_ACSR     
LN5714043-1, M1027071, C,  L3235241, C,  0.014734205, km,   1PH-xx2_ACSR2_ACSR     
LN6324073-1, M1166396, C,  M1166399, C,  0.06722853, km,   1PH-xx2_ACSR2_ACSR     
LN6139544-1, M1209824, C,  M1209828, C,  0.251213, km,   1PH-xx2_ACSR2_ACSR     
LN6198014-1, P827561, C,   M1026705, C,  0.006755107, km,   1PH-xx2_ACSR2_ACSR     
LN5986925-2, L2897769, C,  L3778577, C,  0.055122545, km,   1PH-xx2_ACSR2_ACSR     
LN5502536-2, M1026655, C,  N1141475, C,  0.010338123, km,   1PH-xx2_ACSR2_ACSR     
LN6076248-1, M1108328, C,  L2767414, C,  0.03644873, km,   1PH-xx2_ACSR2_ACSR     
LN5956469-1, L2972704, C,  L3263051, C,  0.05319975, km,   1PH-xx2_ACSR2_ACSR     
LN5970852-1, M1069311, C,  M1069312, C,  0.026470907, km,   1PH-xx2_ACSR2_ACSR     
LN5655685-1, M1026709, C,  P827561, C,   0.005748868, km,   1PH-xx2_ACSR2_ACSR     
LN5683812-1, M1108364, C,  L2897766, C,  0.09614005, km,   1PH-xx2_ACSR2_ACSR     
LN5987955-2, M1142873, C,  L3552667, C,  0.055319246, km,   1PH-xx2_ACSR2_ACSR     
LN6352702-1, M1069438, C,  P827575, C,   0.010054597, km,   1PH-xx2_ACSR2_ACSR     
LN6268990-4, N1136995, C,  M1047613, C,  0.012638343, km,   1PH-xx2_ACSR2_ACSR     
LN5744370-3, N1139259, C,  L2710543, C,  0.035630631, km,   1PH-xx2_ACSR2_ACSR     
LN5683827-2, M1026662, C,  N1140832, C,  0.008879245, km,   1PH-xx2_ACSR2_ACSR     
LN6259998-3, N1140522, C,  L2822870, C,  0.015752827, km,   1PH-xx2_ACSR2_ACSR     
LN6440004-2, M1026844, C,  N1147861, C,  0.007591336, km,   1PH-xx2_ACSR2_ACSR     
LN5861081-1, M1089213, C,  P895089, C,   0.009351547, km,   1PH-xx2_ACSR2_ACSR     
LN6318740-2, P895409, C,   N1137998, C,  0.012075293, km,   1PH-xx2_ACSR2_ACSR     
LN5714915-1, L2955006, C,  L2692600, C,  0.059907485, km,   1PH-xx2_ACSR2_ACSR     
LN6411385-1, L3029505, C,  L2673318, C,  0.099578149, km,   1PH-xx2_ACSR2_ACSR     
LN6350547-1, L3254219, C,  L3254220, C,  0.064169262, km,   1PH-xx2_ACSR2_ACSR     
LN6506318-4, M3037540, C,  L2710509, C,  0.003342785, km,   1PH-xx2_ACSR2_ACSR     
LN5927421-1, M1166370, C,  M1166364, C,  0.04751172, km,   1PH-xx2_ACSR2_ACSR     
LN5649361-2, M1108520, C,  L2804277, C,  0.053893847, km,   1PH-xx2_ACSR2_ACSR     
LN5649361-1, M1108524, C,  M1108520, C,  0.037542714, km,   1PH-xx2_ACSR2_ACSR     
LN6079949-2, P827507, C,   N1137956, C,  0.011229795, km,   1PH-xx2_ACSR2_ACSR     
LN5621833-3, N1140829, C,  M1026703, C,  0.005590196, km,   1PH-xx2_ACSR2_ACSR     
LN6137083-1, M1027027, C,  L3270853, C,  0.043117748, km,   1PH-xx2_ACSR2_ACSR     
LN5565091-1, M1069481, C,  P827507, C,   0.009805515, km,   1PH-xx2_ACSR2_ACSR     
LN5715019-1, M1108355, C,  M1108352, C,  0.087328751, km,   1PH-xx2_ACSR2_ACSR     
LN6260025-1, M1069356, C,  M1069363, C,  0.066843652, km,   1PH-xx2_ACSR2_ACSR     
LN6380802-1, M1069488, C,  M1069489, C,  0.073337611, km,   1PH-xx2_ACSR2_ACSR     
LN6108138-2, P860892, C,   N1139543, C,  0.010731814, km,   1PH-xx2_ACSR2_ACSR     
LN6350549-1, M1047319, C,  L2991921, C,  0.036270301, km,   1PH-xx2_ACSR2_ACSR     
LN5804788-1, M1069365, C,  L3235243, C,  0.081838646, km,   1PH-xx2_ACSR2_ACSR     
LN6258460-3, M4122657, C,  L3027124, C,  0.22078337, km,   1PH-xx2_ACSR2_ACSR     
LN5624291-1, M1209823, C,  M1209824, C,  0.092131093, km,   1PH-xx2_ACSR2_ACSR     
LN5561440-2, M1069548, C,  N1136358, C,  0.020600495, km,   1PH-xx2_ACSR2_ACSR     
LN5651985-3, N1136357, C,  L2897790, C,  0.039983603, km,   1PH-xx2_ACSR2_ACSR     
LN6229803-3, N1140520, C,  L2729410, C,  0.022726989, km,   1PH-xx2_ACSR2_ACSR     
LN5623391-1, L3235242, C,  M1089195, C,  0.13761906, km,   1PH-xx2_ACSR2_ACSR     
LN6320362-1, M1027073, C,  L2879089, C,  0.046282094, km,   1PH-xx2_ACSR2_ACSR     
LN6290239-1, M1069363, C,  M1069364, C,  0.092626593, km,   1PH-xx2_ACSR2_ACSR     
LN6359077-1, L2937757, C,  L3067448, C,  0.080852063, km,   1PH-xx2_ACSR2_ACSR     
LN6268990-3, M1047615, C,  N1136995, C,  0.013479895, km,   1PH-xx2_ACSR2_ACSR     
LN5804785-1, L2933120, C,  L3104117, C,  0.25048137, km,   1PH-xx2_ACSR2_ACSR     
LN5562931-3, N1137996, C,  L3178979, C,  0.007286016, km,   1PH-xx2_ACSR2_ACSR     
LN5621849-1, P901931, C,   M1069548, C,  0.004854897, km,   1PH-xx2_ACSR2_ACSR     
LN5744351-1, L2897790, C,  L2935566, C,  0.070433661, km,   1PH-xx2_ACSR2_ACSR     
LN6260030-1, L3048228, C,  L2991940, C,  0.090753125, km,   1PH-xx2_ACSR2_ACSR     
LN5957460-1, L2804957, C,  L3048937, C,  0.0596413, km,   1PH-xx2_ACSR2_ACSR     
LN6138612-1, M1047318, C,  L3254205, C,  0.38587464, km,   1PH-xx2_ACSR2_ACSR     
LN5675121-1, M1108508, C,  L3097861, C,  0.091439774, km,   1PH-xx2_ACSR2_ACSR     
LN5803287-1, M1108328, C,  L2875754, C,  0.021267162, km,   1PH-xx2_ACSR2_ACSR     
LN6048525-1, L3048890, C,  M1166402, C,  0.06200381, km,   1PH-xx2_ACSR2_ACSR     
LN5594152-1, L2861157, C,  P901951, C,   0.12134881, km,   1PH-xx2_ACSR2_ACSR     
LN6440079-1, L2895496, C,  M1142873, C,  0.050561264, km,   1PH-xx2_ACSR2_ACSR     
LN5986932-1, M1069199, C,  L2785525, C,  0.071779005, km,   1PH-xx2_ACSR2_ACSR     
LN6077809-1, L2766746, C,  M1027073, C,  0.11047955, km,   1PH-xx2_ACSR2_ACSR     
LN6047556-1, M1089195, C,  L3141393, C,  0.11273397, km,   1PH-xx2_ACSR2_ACSR     
LN5684869-1, M1108347, C,  M1108355, C,  0.091572689, km,   1PH-xx2_ACSR2_ACSR     
LN5591834-1, P895111, C,   L2895496, C,  0.069855343, km,   1PH-xx2_ACSR2_ACSR     
LN5805767-1, L3198356, C,  M1108345, C,  0.060868406, km,   1PH-xx2_ACSR2_ACSR     
LN5835132-1, M1089188, C,  L2673306, C,  0.075730529, km,   1PH-xx2_ACSR2_ACSR     
LN6259998-2, M1026795, C,  N1140522, C,  0.013557509, km,   1PH-xx2_ACSR2_ACSR     
LN5502536-3, N1141475, C,  M1009655, C,  0.007967513, km,   1PH-xx2_ACSR2_ACSR     
LN6506319-2, L2710509, C,  M1108364, C,  0.10315318, km,   1PH-xx2_ACSR2_ACSR     
LN6134414-1, P895089, C,   L3235242, C,  0.060507038, km,   1PH-xx2_ACSR2_ACSR     
LN6047574-3, N1136661, C,  L3029505, C,  0.027193143, km,   1PH-xx2_ACSR2_ACSR     
LN5593232-1, L3010565, C,  L2897775, C,  0.14082596, km,   1PH-xx2_ACSR2_ACSR     
LN5865228-1, M1069489, C,  L2933120, C,  0.073841527, km,   1PH-xx2_ACSR2_ACSR     
LN6048521-1, M1108375, C,  L3160793, C,  0.053841963, km,   1PH-xx2_ACSR2_ACSR     
LN5487004-7, N1147860, C,  L3177881, C,  0.018515922, km,   1PH-xx2_ACSR2_ACSR     
LN5960126-1, M1166395, C,  M1166400, C,  0.080858108, km,   1PH-xx2_ACSR2_ACSR     
LN6047579-1, L2822870, C,  L2766725, C,  0.063731931, km,   1PH-xx2_ACSR2_ACSR     
LN6076247-1, M1069494, C,  L2745806, C,  0.060959964, km,   1PH-xx2_ACSR2_ACSR     
LN5683827-3, N1140832, C,  L2841631, C,  0.026124769, km,   1PH-xx2_ACSR2_ACSR     
LN6078689-1, M1108540, C,  L2955006, C,  0.024567968, km,   1PH-xx2_ACSR2_ACSR     
LN5683805-1, L3235241, C,  L2691941, C,  0.15419145, km,   1PH-xx2_ACSR2_ACSR     
LN5774461-1, L3160105, C,  L3235251, C,  0.083813116, km,   1PH-xx2_ACSR2_ACSR     
LN5487004-6, M1026834, C,  N1147860, C,  0.008916507, km,   1PH-xx2_ACSR2_ACSR     
LN5873976-1, M1209828, C,  L3253570, C,  0.040172433, km,   1PH-xx2_ACSR2_ACSR     
LN5895778-1, L2727795, C,  L2972704, C,  0.03205862, km,   1PH-xx2_ACSR2_ACSR     
LN5735714-1, M1108514, C,  M1108508, C,  0.097536207, km,   1PH-xx2_ACSR2_ACSR     
LN5593218-1, L3104117, C,  M1069494, C,  0.12576711, km,   1PH-xx2_ACSR2_ACSR     
LN5987955-3, L3552667, C,  L3160862, C,  0.19910166, km,   1PH-xx2_ACSR2_ACSR     
LN6231997-1, M1069335, C,  P827564, C,   0.011811697, km,   1PH-xx2_ACSR2_ACSR     
LN6079949-3, N1137956, C,  L3141396, C,  0.050795351, km,   1PH-xx2_ACSR2_ACSR     
LN5803257-1, M1026705, C,  L2710532, C,  0.035041943, km,   1PH-xx2_ACSR2_ACSR     
LN6346338-1, M1142874, C,  P895111, C,   0.008075879, km,   1PH-xx2_ACSR2_ACSR     
LN5774469-1, M1026852, C,  L2785529, C,  0.008081203, km,   1PH-xx2_ACSR2_ACSR     
LN5744329-1, L2822862, C,  L3066806, C,  0.064627831, km,   1PH-xx2_ACSR2_ACSR     
LN5623404-1, L3263051, C,  M1069199, C,  0.071430896, km,   1PH-xx2_ACSR2_ACSR     
LN6025724-2, M1047580, C,  N1136672, C,  0.010589057, km,   1PH-xx2_ACSR2_ACSR     
LN6318740-3, N1137998, C,  M1026895, C,  0.023830404, km,   1PH-xx2_ACSR2_ACSR     
LN5894226-3, M1166393, C,  L2745811, C,  0.12357774, km,   1PH-xx2_ACSR2_ACSR     
LN5561440-3, N1136358, C,  L2729423, C,  0.01900507, km,   1PH-xx2_ACSR2_ACSR     
LN5956468-1, M1089132, C,  L2691950, C,  0.038035264, km,   1PH-xx2_ACSR2_ACSR     
LN6411379-1, M1069210, C,  L3085400, C,  0.081150367, km,   1PH-xx2_ACSR2_ACSR     
LN5532788-3, N1140822, C,  L2935560, C,  0.044886604, km,   1PH-xx2_ACSR2_ACSR     
LN7061777-4, N1138606, C,  M1069335, C,  0.032257081, km,   1PH-xx2_ACSR2_ACSR     
LN6030576-1, L3254870, C,  M1125943, C,  0.47797118, km,   1PH-xx2_ACSR2_ACSR     
LN5651998-1, L3048937, C,  L3176661, C,  0.10817978, km,   1PH-xx2_ACSR2_ACSR     
LN6017288-1, L3141396, C,  L3066808, C,  0.16038314, km,   1PH-xx2_ACSR2_ACSR     
LN5774488-1, M1009651, C,  L2879092, C,  0.052730212, km,   1PH-xx2_ACSR2_ACSR     
LN5524067-1, M1108520, C,  M1108514, C,  0.097536109, km,   1PH-xx2_ACSR2_ACSR     
LN6411378-1, L2897776, C,  L3254215, C,  0.14532174, km,   1PH-xx2_ACSR2_ACSR     
LN5957413-1, M1125979, C,  L2917255, C,  0.090878176, km,   1PH-xx2_ACSR2_ACSR     
LN5715017-1, M1108350, C,  L3198356, C,  0.069334159, km,   1PH-xx2_ACSR2_ACSR     
LN5775370-1, M1209828, C,  L2861157, C,  0.073689395, km,   1PH-xx2_ACSR2_ACSR     
LN6229792-1, L2766716, C,  L3235245, C,  0.068674679, km,   1PH-xx2_ACSR2_ACSR     
LN6260930-1, M1125974, C,  M1125979, C,  0.040063137, km,   1PH-xx2_ACSR2_ACSR     
LN6047571-1, L2691950, C,  L2916609, C,  0.070973758, km,   1PH-xx2_ACSR2_ACSR     
LN6380842-1, L3235267, C,  M1027068, C,  0.063913156, km,   1PH-xx2_ACSR2_ACSR     
LN5986925-3, L3778577, C,  L3141395, C,  0.063932769, km,   1PH-xx2_ACSR2_ACSR     
LN6229832-1, M1026898, C,  L3197661, C,  0.002910431, km,   1PH-xx2_ACSR2_ACSR     
LN5651985-2, M1069548, C,  N1136357, C,  0.018661964, km,   1PH-xx2_ACSR2_ACSR     
LN5863691-2, L2820528, C,  L2745799, C,  0.03047914, km,   1PH-xx2_ACSR2_ACSR     
LN5621833-2, M1026705, C,  N1140829, C,  0.007013415, km,   1PH-xx2_ACSR2_ACSR     
LN5986961-1, M1108361, C,  L3048228, C,  0.032840991, km,   1PH-xx2_ACSR2_ACSR     
LN5956494-1, M1027068, C,  L3235268, C,  0.09095332, km,   1PH-xx2_ACSR2_ACSR     
LN6103754-1, M1166400, C,  L3179637, C,  0.073732263, km,   1PH-xx2_ACSR2_ACSR     
LN6411364-1, M1069364, C,  M1069365, C,  0.046203788, km,   1PH-xx2_ACSR2_ACSR     
LN6170336-1, M1166358, C,  L3030205, C,  0.061513435, km,   1PH-xx2_ACSR2_ACSR     
LN6047574-2, M1047534, C,  N1136661, C,  0.007905941, km,   1PH-xx2_ACSR2_ACSR     
LN6049823-1, P827564, C,   M1069348, C,  0.061480018, km,   1PH-xx2_ACSR2_ACSR     
LN6440004-3, N1147861, C,  L3122818, C,  0.061203806, km,   1PH-xx2_ACSR2_ACSR     
LN5562957-1, M1027071, C,  L3235267, C,  0.066493594, km,   1PH-xx2_ACSR2_ACSR     
LN7061777-3, M4113347, C,  N1138606, C,  0.015026527, km,   1PH-xx2_ACSR2_ACSR     
LN6359077-2, L3253570, C,  L2937757, C,  0.08870806, km,   1PH-xx2_ACSR2_ACSR     
LN5866187-1, M1166402, C,  L3048889, C,  0.093617383, km,   1PH-xx2_ACSR2_ACSR     
LN5591696-1, M1069225, C,  L3122819, C,  0.064433452, km,   1PH-xx2_ACSR2_ACSR     
LN5894211-1, M1069549, C,  P901931, C,   0.005570575, km,   1PH-xx2_ACSR2_ACSR     
LN6108138-3, N1139543, C,  L2727795, C,  0.04963526, km,   1PH-xx2_ACSR2_ACSR     
LN5805804-1, M1166364, C,  M1166358, C,  0.074635397, km,   1PH-xx2_ACSR2_ACSR     
LN6077810-1, L2841645, C,  L3066829, C,  0.030017105, km,   1PH-xx2_ACSR2_ACSR     
LN6230805-1, M1108352, C,  M1108356, C,  0.092219304, km,   1PH-xx2_ACSR2_ACSR     
LN6268990-2, M1047613, C,  M1047612, C,  0.000383926, km,   1PH-xx2_ACSR2_ACSR     
LN5926305-1, L2841630, C,  L2954352, C,  0.028375835, km,   1PH-xx2_ACSR2_ACSR     
LN5956498-3, N1139258, C,  L3066810, C,  0.040660731, km,   1PH-xx2_ACSR2_ACSR     
LN6077807-1, M1027027, C,  L2766746, C,  0.117201, km,   1PH-xx2_ACSR2_ACSR     
LN5532740-1, M1089170, C,  L3029497, C,  0.047361663, km,   1PH-xx2_ACSR2_ACSR     
LN5956498-2, M1069437, C,  N1139258, C,  0.011259482, km,   1PH-xx2_ACSR2_ACSR     
LN6228316-5, L2745811, C,  M4122657, C,  0.054434969, km,   1PH-xx2_ACSR2_ACSR     
LN6437384-1, M1108526, C,  P895075, C,   0.009619398, km,   1PH-xx2_ACSR2_ACSR     
LN5863691-1, M1026895, C,  L2820528, C,  0.060959583, km,   1PH-xx2_ACSR2_ACSR     
LN5562931-2, M1047558, C,  N1137996, C,  0.00607771, km,   1PH-xx2_ACSR2_ACSR     
LN6200441-1, M1166399, C,  L3048890, C,  0.083550264, km,   1PH-xx2_ACSR2_ACSR     
LN6137018-1, L3048889, C,  M1166407, C,  0.087471195, km,   1PH-xx2_ACSR2_ACSR     
LN5744366-1, M1069348, C,  M1069356, C,  0.096898284, km,   1PH-xx2_ACSR2_ACSR     
LN6142227-1, M1166395, C,  M1166396, C,  0.007736482, km,   1PH-xx2_ACSR2_ACSR     
LN6025724-5, N1136672, C,  L3253995, C,  0.012162605, km,   1PH-xx2_ACSR2_ACSR     
LN6199531-1, L2841638, C,  L2860492, C,  0.091219271, km,   1PH-xx2_ACSR2_ACSR     
LN6138629-1, M1027068, C,  M1027066, C,  0.13130898, km,   1PH-xx2_ACSR2_ACSR     
LN5503584-1, M1108356, C,  L2674052, C,  0.062357056, km,   1PH-xx2_ACSR2_ACSR     
LN6077808-1, M1027073, C,  M1027071, C,  0.095826227, km,   1PH-xx2_ACSR2_ACSR     
LN5804827-1, M1027073, C,  L3104118, C,  0.081689537, km,   1PH-xx2_ACSR2_ACSR     
LN5589095-1, P895075, C,   M1108524, C,  0.005415493, km,   1PH-xx2_ACSR2_ACSR     
LN5774448-1, L3104118, C,  L2748126, C,  0.079775933, km,   1PH-xx2_ACSR2_ACSR     
LN6073916-1, L3067448, C,  L2763407, C,  0.25450911, km,   1PH-xx2_ACSR2_ACSR     
LN5744331-1, M1047478, C,  L3254209, C,  0.030196886, km,   1PH-xx2_ACSR4_DPX      
LN5852082-1, M1026824, C,  P859694, C,   0.00674828, km,   1PH-xx4_ACSR1/0_ACSR   
LN6137087-1, L2801950, C,  M1069224, C,  0.032899004, km,   1PH-xx4_ACSR1/0_TPX    
LN5741170-3, M1026700, C,  N1140821, C,  0.011150478, km,   1PH-xx4_ACSR2_ACSR     
LN5741170-2, N1140821, C,  L3189188, C,  0.015854812, km,   1PH-xx4_ACSR2_ACSR     
LN5496764-1, M1047720, C,  L2954345, C,  0.091167993, km,   1PH-xx4_ACSR4_ACSR     
LN6139655-1, M1108331, C,  M1108334, C,  0.098752113, km,   1PH-xx4_ACSR4_ACSR     
LN6230698-1, M1166394, C,  M1166398, C,  0.065980208, km,   1PH-xx4_ACSR4_ACSR     
LN5532789-1, L3048230, C,  L2991943, C,  0.069129407, km,   1PH-xx4_ACSR4_ACSR     
LN5895777-1, L3178977, C,  L3160105, C,  0.059637862, km,   1PH-xx4_ACSR4_ACSR     
LN5563852-1, M1108529, C,  P829796, C,   0.006097707, km,   1PH-xx4_ACSR4_ACSR     
LN5562933-2, N1140523, C,  L2766724, C,  0.021858014, km,   1PH-xx4_ACSR4_ACSR     
LN5528574-3, N1141480, C,  P895113, C,   0.00623321, km,   1PH-xx4_ACSR4_ACSR     
LN6352834-1, P829975, C,   L3160871, C,  0.012453696, km,   1PH-xx4_ACSR4_ACSR     
LN5956459-1, M1089158, C,  M1089162, C,  0.17992968, km,   1PH-xx4_ACSR4_ACSR     
LN6138593-1, L2748125, C,  L2673303, C,  0.053941046, km,   1PH-xx4_ACSR4_ACSR     
LN6109147-1, M1142833, C,  L2767408, C,  0.052196709, km,   1PH-xx4_ACSR4_ACSR     
LN5712584-3, N1142107, C,  L3101827, C,  0.11117648, km,   1PH-xx4_ACSR4_ACSR     
LN6407206-1, P895113, C,   L2711225, C,  0.068865553, km,   1PH-xx4_ACSR4_ACSR     
LN6018330-1, L2711225, C,  L3030200, C,  0.098919551, km,   1PH-xx4_ACSR4_ACSR     
LN6292614-1, M1142832, C,  P829962, C,   0.004586538, km,   1PH-xx4_ACSR4_ACSR     
LN6506314-2, L2767408, C,  L3217053, C,  0.045350322, km,   1PH-xx4_ACSR4_ACSR     
LN5653492-1, M1026357, C,  L3178997, C,  0.058505513, km,   1PH-xx4_ACSR4_ACSR     
LN5986964-1, M1047303, C,  L3048230, C,  0.28226112, km,   1PH-xx4_ACSR4_ACSR     
LN6138607-1, L2785524, C,  M1069201, C,  0.020896539, km,   1PH-xx4_ACSR4_ACSR     
LN5472349-1, M1108344, C,  M1108353, C,  0.12437427, km,   1PH-xx4_ACSR4_ACSR     
LN6258463-1, M1149249, C,  M1142880, C,  0.23218861, km,   1PH-xx4_ACSR4_ACSR     
LN6047559-2, M1089155, C,  M3037540, C,  0.072945826, km,   1PH-xx4_ACSR4_ACSR     
LN5625542-1, M1108335, C,  M1108340, C,  0.20055145, km,   1PH-xx4_ACSR4_ACSR     
LN5859993-1, L3104154, C,  L3104155, C,  0.040423174, km,   1PH-xx4_ACSR4_ACSR     
LN5943422-1, P859694, C,   L2746587, C,  0.016094425, km,   1PH-xx4_ACSR4_ACSR     
LN5958702-2, P827505, C,   N1137958, C,  0.004577468, km,   1PH-xx4_ACSR4_ACSR     
LN5835139-1, L2841625, C,  L3010566, C,  0.087098691, km,   1PH-xx4_ACSR4_ACSR     
LN6047555-1, M1069488, C,  L2748125, C,  0.056973392, km,   1PH-xx4_ACSR4_ACSR     
LN5926295-1, M1089165, C,  L3216343, C,  0.15301291, km,   1PH-xx4_ACSR4_ACSR     
LN5804789-1, M1089165, C,  L2748128, C,  0.043027603, km,   1PH-xx4_ACSR4_ACSR     
LN5774456-1, M1027041, C,  L3010564, C,  0.070453536, km,   1PH-xx4_ACSR4_ACSR     
LN6138589-1, M1069147, C,  L3066801, C,  0.036397234, km,   1PH-xx4_ACSR4_ACSR     
LN6201670-1, L3160863, C,  L2730108, C,  0.31076031, km,   1PH-xx4_ACSR4_ACSR     
LN5896843-1, M1108331, C,  M1108335, C,  0.16548162, km,   1PH-xx4_ACSR4_ACSR     
LN6350540-1, L2860486, C,  L3141399, C,  0.10095102, km,   1PH-xx4_ACSR4_ACSR     
LN6259988-1, M1069148, C,  L2673309, C,  0.10723408, km,   1PH-xx4_ACSR4_ACSR     
LN6200442-1, M1166391, C,  M1166394, C,  0.086352891, km,   1PH-xx4_ACSR4_ACSR     
LN6229805-1, M1026363, C,  L2897779, C,  0.08942633, km,   1PH-xx4_ACSR4_ACSR     
LN6505951-1, M3036170, C,  L3197642, C,  0.051685646, km,   1PH-xx4_ACSR4_ACSR     
LN5502523-1, M1089163, C,  L3066807, C,  0.090738761, km,   1PH-xx4_ACSR4_ACSR     
LN6048520-1, L3086002, C,  M1126031, C,  0.086015877, km,   1PH-xx4_ACSR4_ACSR     
LN5985351-1, L3216343, C,  L3082981, C,  0.074457787, km,   1PH-xx4_ACSR4_ACSR     
LN5927297-1, L2842330, C,  L3086002, C,  0.057142699, km,   1PH-xx4_ACSR4_ACSR     
LN5683820-1, M1069208, C,  L2691945, C,  0.023432322, km,   1PH-xx4_ACSR4_ACSR     
LN6506309-1, L2785517, C,  L3066809, C,  0.10003477, km,   1PH-xx4_ACSR4_ACSR     
